dens densu densd denss densp densn dense densm xmu xmd xms xm muu mud mus mup mun mue E Eq Eh El P Pq Ph Pl chi
0.253696 0.214776 0.703801 0 0.0552397 0.16925 0.00281331 0 123.981 81.4761 457.698 398.568 274.773 360.953 360.953 910.5 996.68 86.1801 244.41 304.671 210.6 0.181842 8.44373 8.38309 8.28523e-05 0.0606097 0.357475
0.253737 0.214868 0.703859 0 0.05525 0.169255 0.00281277 0 123.93 81.4446 457.693 398.536 274.78 360.955 360.955 910.515 996.69 86.1746 244.45 304.717 210.615 0.181795 8.44627 8.38564 8.28776e-05 0.0605941 0.357627
0.253777 0.21496 0.703918 0 0.0552603 0.169261 0.00281222 0 123.879 81.4131 457.689 398.505 274.787 360.956 360.956 910.531 996.7 86.169 244.491 304.764 210.63 0.181748 8.44881 8.38819 8.29028e-05 0.0605784 0.357778
0.253817 0.215052 0.703976 0 0.0552705 0.169266 0.00281168 0 123.828 81.3817 457.684 398.473 274.794 360.958 360.958 910.547 996.71 86.1634 244.531 304.81 210.645 0.181701 8.45134 8.39075 8.2928e-05 0.0605627 0.357929
0.253858 0.215144 0.704034 0 0.0552808 0.169271 0.00281113 0 123.777 81.3504 457.68 398.442 274.801 360.959 360.959 910.562 996.72 86.1578 244.571 304.856 210.659 0.181654 8.45388 8.3933 8.29533e-05 0.060547 0.358081
0.253898 0.215236 0.704091 0 0.0552911 0.169277 0.00281058 0 123.727 81.319 457.676 398.41 274.809 360.961 360.961 910.578 996.73 86.1522 244.611 304.902 210.674 0.181607 8.45642 8.39585 8.29785e-05 0.0605313 0.358232
0.253938 0.215328 0.704149 0 0.0553014 0.169282 0.00281003 0 123.676 81.2877 457.671 398.379 274.816 360.962 360.962 910.593 996.74 86.1466 244.651 304.948 210.689 0.181559 8.45896 8.39841 8.30038e-05 0.0605156 0.358384
0.253978 0.215419 0.704207 0 0.0553117 0.169287 0.00280949 0 123.626 81.2565 457.667 398.347 274.823 360.964 360.964 910.609 996.75 86.1411 244.692 304.994 210.703 0.181512 8.4615 8.40097 8.3029e-05 0.0604998 0.358535
0.254019 0.215511 0.704264 0 0.055322 0.169293 0.00280894 0 123.575 81.2253 457.662 398.316 274.83 360.965 360.965 910.625 996.76 86.1355 244.732 305.04 210.718 0.181465 8.46404 8.40352 8.30543e-05 0.0604841 0.358686
0.254059 0.215602 0.704322 0 0.0553323 0.169298 0.00280839 0 123.525 81.1941 457.658 398.284 274.837 360.967 360.967 910.64 996.77 86.1299 244.772 305.086 210.733 0.181418 8.46658 8.40608 8.30795e-05 0.0604684 0.358838
