dens densp densn dense densm mup mun mue nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.27 0.043582 0.226418 0.0265227 0.0170588 913.726 1064.66 150.932 376.492 496.749 354.107 0.62289 0.588468 -0.0326677 275.777 267.438 8.33867 34.2221 31.7749 2.44716 2.88635 0.43919 0.100809 275.777 267.438 8.33867 41.7423
0.271 0.0438278 0.227172 0.0266538 0.0171736 914.859 1065.98 151.117 375.473 496.016 352.683 0.624406 0.590706 -0.03256 276.925 268.523 8.40229 34.639 32.1725 2.46657 2.90713 0.440557 0.101442 276.926 268.523 8.40229 41.8541
0.272 0.0440739 0.227926 0.026785 0.0172886 916 1067.3 151.302 374.462 495.291 351.267 0.625914 0.592944 -0.0324528 278.076 269.61 8.4661 35.0595 32.5735 2.48605 2.92797 0.441922 0.102077 278.076 269.61 8.4661 41.9656
0.273 0.0443203 0.22868 0.0269162 0.0174037 917.149 1068.64 151.487 373.459 494.573 349.858 0.627414 0.595182 -0.032346 279.228 270.698 8.53008 35.4836 32.978 2.50558 2.94887 0.443287 0.102712 279.228 270.698 8.53008 42.0767
0.274 0.0445668 0.229433 0.0270475 0.0175189 918.307 1069.98 151.671 372.466 493.864 348.457 0.628906 0.59742 -0.0322397 280.381 271.787 8.59425 35.9112 33.386 2.52518 2.96983 0.444651 0.103348 280.381 271.787 8.59425 42.1875
0.275 0.0448136 0.230187 0.027179 0.0176343 919.473 1071.33 151.855 371.481 493.162 347.064 0.63039 0.599658 -0.0321339 281.537 272.878 8.6586 36.3424 33.7976 2.54483 2.99085 0.446014 0.103985 281.537 272.878 8.6586 42.2979
0.276 0.0450606 0.23094 0.0273105 0.0177498 920.648 1072.69 152.038 370.505 492.468 345.678 0.631866 0.601896 -0.0320286 282.693 273.97 8.72312 36.7772 34.2126 2.56455 3.01193 0.447377 0.104622 282.693 273.97 8.72312 42.408
0.277 0.0453078 0.231692 0.0274421 0.0178654 921.831 1074.05 152.221 369.537 491.782 344.3 0.633334 0.604134 -0.0319237 283.852 275.064 8.78782 37.2155 34.6312 2.58433 3.03306 0.448739 0.10526 283.852 275.064 8.78782 42.5177
0.278 0.0455552 0.232445 0.0275738 0.0179811 923.022 1075.43 152.403 368.578 491.103 342.929 0.634793 0.606372 -0.0318193 285.011 276.159 8.8527 37.6574 35.0533 2.60416 3.05426 0.450101 0.105898 285.011 276.159 8.8527 42.6271
0.279 0.0458028 0.233197 0.0277055 0.018097 924.222 1076.81 152.585 367.628 490.432 341.566 0.636245 0.608609 -0.0317154 286.173 277.255 8.91774 38.1029 35.4789 2.62405 3.07551 0.451461 0.106538 286.173 277.255 8.91774 42.7361
0.28 0.0460506 0.233949 0.0278374 0.018213 925.43 1078.2 152.767 366.686 489.769 340.21 0.637689 0.610847 -0.031612 287.336 278.353 8.98295 38.5521 35.908 2.644 3.09682 0.452822 0.107178 287.336 278.353 8.98295 42.8447
0.281 0.0462986 0.234701 0.0279693 0.0183291 926.646 1079.59 152.948 365.753 489.113 338.862 0.639124 0.613085 -0.031509 288.501 279.452 9.04833 39.0048 36.3408 2.66401 3.11819 0.454181 0.107818 288.501 279.452 9.04833 42.953
0.282 0.0465468 0.235453 0.0281012 0.0184453 927.87 1081 153.129 364.828 488.465 337.522 0.640552 0.615323 -0.0314066 289.667 280.553 9.11387 39.4611 36.777 2.68407 3.13961 0.45554 0.108459 289.667 280.553 9.11387 43.0609
0.283 0.0467951 0.236205 0.0282332 0.0185616 929.103 1082.41 153.309 363.911 487.825 336.189 0.641971 0.617561 -0.0313046 290.835 281.655 9.17958 39.921 37.2168 2.70418 3.16108 0.456899 0.1091 290.835 281.655 9.17958 43.1685
0.284 0.0470435 0.236956 0.0283653 0.018678 930.344 1083.83 153.489 363.003 487.192 334.864 0.643383 0.619798 -0.0312031 292.004 282.759 9.24545 40.3845 37.6602 2.72435 3.18261 0.458257 0.109742 292.004 282.759 9.24545 43.2757
0.285 0.0472922 0.237708 0.0284974 0.0187945 931.593 1085.26 153.668 362.103 486.567 333.546 0.644786 0.622036 -0.0311021 293.176 283.864 9.31147 40.8517 38.1071 2.74458 3.20419 0.459614 0.110385 293.176 283.864 9.31147 43.3826
0.286 0.0475409 0.238459 0.0286296 0.0189111 932.85 1086.7 153.847 361.212 485.949 332.236 0.646181 0.624273 -0.0310015 294.348 284.971 9.37765 41.3225 38.5576 2.76486 3.22583 0.460971 0.111028 294.348 284.971 9.37765 43.4891
0.287 0.0477898 0.23921 0.0287618 0.0190278 934.115 1088.14 154.026 360.329 485.338 330.933 0.647568 0.626511 -0.0309015 295.523 286.079 9.44399 41.7969 39.0117 2.78519 3.24752 0.462328 0.111671 295.523 286.079 9.44399 43.5952
0.288 0.0480389 0.239961 0.0288941 0.0191446 935.388 1089.59 154.204 359.454 484.735 329.638 0.648948 0.628748 -0.0308019 296.699 287.189 9.51047 42.2749 39.4694 2.80557 3.26926 0.463684 0.112315 296.699 287.189 9.51047 43.701
0.289 0.0482881 0.240712 0.0290264 0.0192614 936.669 1091.05 154.382 358.588 484.14 328.351 0.650319 0.630986 -0.0307028 297.877 288.3 9.57711 42.7566 39.9306 2.82601 3.29105 0.46504 0.112959 297.877 288.3 9.57711 43.8064
0.29 0.0485374 0.241462 0.0291588 0.0193784 937.957 1092.52 154.559 357.73 483.551 327.071 0.651682 0.633223 -0.0306042 299.056 289.413 9.64389 43.2419 40.3954 2.84649 3.31289 0.466395 0.113604 299.056 289.412 9.64389 43.9114
0.291 0.0487868 0.242213 0.0292912 0.0194954 939.254 1093.99 154.736 356.879 482.97 325.798 0.653037 0.635461 -0.0305061 300.238 290.527 9.71082 43.7309 40.8638 2.86703 3.33478 0.46775 0.114249 300.237 290.527 9.71082 44.0161
0.292 0.0490363 0.242964 0.0294236 0.0196125 940.559 1095.47 154.913 356.038 482.397 324.533 0.654385 0.637698 -0.0304085 301.42 291.643 9.7779 44.2234 41.3358 2.88761 3.35672 0.469104 0.114895 301.42 291.642 9.7779 44.1204
0.293 0.0492859 0.243714 0.029556 0.0197297 941.871 1096.96 155.089 355.204 481.83 323.275 0.655724 0.639935 -0.0303113 302.605 292.76 9.84512 44.7197 41.8114 2.90825 3.3787 0.470459 0.11554 302.605 292.76 9.84512 44.2244
0.294 0.0495356 0.244464 0.0296885 0.0198469 943.192 1098.46 155.264 354.378 481.271 322.025 0.657055 0.642172 -0.0302147 303.791 293.879 9.91247 45.2195 42.2906 2.92893 3.40074 0.471812 0.116187 303.791 293.879 9.91247 44.3279
0.295 0.0497854 0.245214 0.029821 0.0199642 944.52 1099.96 155.44 353.56 480.719 320.782 0.658379 0.644409 -0.0301185 304.979 294.999 9.97997 45.723 42.7734 2.94966 3.42282 0.473166 0.116833 304.979 294.999 9.97997 44.4312
0.296 0.0500353 0.245964 0.0299535 0.0200816 945.855 1101.47 155.614 352.75 480.173 319.547 0.659694 0.646646 -0.0300228 306.169 296.121 10.0476 46.2302 43.2597 2.97043 3.44495 0.474519 0.11748 306.169 296.121 10.0476 44.534
0.297 0.0502852 0.246714 0.030086 0.020199 947.199 1102.99 155.789 351.949 479.635 318.319 0.661002 0.648883 -0.0299276 307.36 297.245 10.1154 46.741 43.7497 2.99125 3.46713 0.475872 0.118127 307.36 297.245 10.1154 44.6365
0.298 0.0505352 0.247464 0.0302186 0.0203165 948.55 1104.51 155.963 351.155 479.104 317.099 0.662302 0.65112 -0.0298328 308.553 298.37 10.1833 47.2554 44.2433 3.01212 3.48935 0.477225 0.118774 308.553 298.37 10.1833 44.7387
0.299 0.0507853 0.248214 0.0303511 0.0204341 949.908 1106.04 156.136 350.369 478.58 315.886 0.663594 0.653357 -0.0297386 309.748 299.497 10.2513 47.7735 44.7405 3.03303 3.51161 0.478578 0.119421 309.748 299.497 10.2513 44.8404
0.3 0.0510355 0.248964 0.0304837 0.0205516 951.274 1107.58 156.31 349.59 478.063 314.68 0.664878 0.655594 -0.0296448 310.945 300.625 10.3194 48.2952 45.2412 3.05399 3.53392 0.47993 0.120069 310.945 300.625 10.3194 44.9418
0.301 0.0512857 0.249714 0.0306163 0.0206693 952.648 1109.13 156.482 348.82 477.553 313.482 0.666154 0.65783 -0.0295515 312.143 301.755 10.3877 48.8206 45.7456 3.07499 3.55627 0.481282 0.120717 312.143 301.755 10.3877 45.0429
0.302 0.0515359 0.250464 0.0307488 0.020787 954.029 1110.68 156.655 348.057 477.05 312.29 0.667422 0.660067 -0.0294586 313.343 302.887 10.4561 49.3496 46.2536 3.09604 3.57867 0.482634 0.121365 313.343 302.887 10.4561 45.1436
0.303 0.0517862 0.251213 0.0308814 0.0209047 955.417 1112.24 156.826 347.302 476.554 311.107 0.668683 0.662303 -0.0293663 314.545 304.02 10.5247 49.8823 46.7652 3.11712 3.60111 0.483986 0.122013 314.545 304.02 10.5247 45.2439
0.304 0.0520366 0.251963 0.031014 0.0210225 956.813 1113.81 156.998 346.555 476.064 309.93 0.669936 0.66454 -0.0292744 315.749 305.155 10.5933 50.4186 47.2803 3.13825 3.62359 0.485338 0.122661 315.748 305.155 10.5933 45.3438
0.305 0.0522869 0.252713 0.0311466 0.0211403 958.216 1115.38 157.169 345.815 475.581 308.761 0.671181 0.666776 -0.029183 316.954 306.292 10.6621 50.9585 47.7991 3.15942 3.64611 0.486689 0.12331 316.954 306.292 10.6621 45.4434
0.306 0.0525373 0.253462 0.0312791 0.0212581 959.626 1116.97 157.34 345.082 475.105 307.599 0.672419 0.669012 -0.0290921 318.161 307.43 10.731 51.5021 48.3215 3.18063 3.66867 0.48804 0.123959 318.161 307.43 10.731 45.5427
0.307 0.0527877 0.254212 0.0314117 0.021376 961.044 1118.55 157.51 344.358 474.635 306.444 0.673649 0.671248 -0.0290016 319.37 308.57 10.8 52.0494 48.8475 3.20188 3.69128 0.489392 0.124607 319.37 308.57 10.8 45.6415
0.308 0.0530381 0.254961 0.0315442 0.0214939 962.468 1120.15 157.68 343.64 474.172 305.296 0.674871 0.673485 -0.0289116 320.581 309.712 10.8691 52.6002 49.3771 3.22318 3.71392 0.490743 0.125256 320.581 309.712 10.8691 45.74
0.309 0.0532886 0.255711 0.0316767 0.0216118 963.9 1121.75 157.849 342.93 473.715 304.156 0.676085 0.675721 -0.0288221 321.793 310.855 10.9383 53.1547 49.9102 3.24451 3.7366 0.492094 0.125905 321.793 310.855 10.9383 45.8382
0.31 0.053539 0.25646 0.0318092 0.0217298 965.339 1123.36 158.018 342.228 473.265 303.022 0.677292 0.677956 -0.028733 323.008 312 11.0076 53.7129 50.447 3.26587 3.75932 0.493445 0.126554 323.007 312 11.0076 45.936
0.311 0.0537895 0.25721 0.0319417 0.0218478 966.785 1124.97 158.186 341.533 472.822 301.896 0.678492 0.680192 -0.0286445 324.224 313.147 11.0771 54.2746 50.9873 3.28728 3.78208 0.494796 0.127203 324.224 313.146 11.0771 46.0334
0.312 0.0540399 0.25796 0.0320741 0.0219658 968.237 1126.59 158.355 340.845 472.385 300.777 0.679684 0.682428 -0.0285563 325.442 314.295 11.1466 54.84 51.5313 3.30872 3.80487 0.496147 0.127852 325.441 314.295 11.1466 46.1305
0.313 0.0542904 0.258709 0.0322066 0.0220838 969.697 1128.22 158.522 340.164 471.954 299.665 0.680868 0.684664 -0.0284687 326.662 315.445 11.2163 55.409 52.0788 3.33021 3.8277 0.497498 0.128501 326.661 315.445 11.2163 46.2272
0.314 0.0545408 0.259459 0.032339 0.0222018 971.164 1129.85 158.69 339.49 471.53 298.559 0.682045 0.686899 -0.0283815 327.883 316.597 11.286 55.9816 52.6299 3.35172 3.85057 0.498849 0.12915 327.883 316.597 11.286 46.3236
0.315 0.0547912 0.260208 0.0324714 0.0223199 972.637 1131.49 158.856 338.824 471.111 297.461 0.683215 0.689135 -0.0282947 329.107 317.751 11.3559 56.5579 53.1846 3.37328 3.87348 0.5002 0.129799 329.106 317.75 11.3559 46.4196
0.316 0.0550416 0.260958 0.0326037 0.0224379 974.117 1133.14 159.023 338.164 470.7 296.37 0.684377 0.69137 -0.0282084 330.332 318.906 11.4258 57.1377 53.7429 3.39487 3.89642 0.501551 0.130448 330.331 318.906 11.4258 46.5152
0.317 0.055292 0.261707 0.032736 0.022556 975.604 1134.79 159.189 337.512 470.294 295.286 0.685532 0.693606 -0.0281226 331.559 320.063 11.4959 57.7212 54.3047 3.41649 3.91939 0.502902 0.131097 331.559 320.063 11.4959 46.6105
0.318 0.0555423 0.262457 0.0328683 0.022674 977.098 1136.45 159.355 336.866 469.894 294.208 0.686679 0.695841 -0.0280372 332.788 321.222 11.5661 58.3083 54.8701 3.43815 3.9424 0.504253 0.131746 332.787 321.221 11.5661 46.7055
0.319 0.0557926 0.263207 0.0330005 0.0227921 978.598 1138.12 159.52 336.228 469.501 293.138 0.687819 0.698076 -0.0279523 334.019 322.382 11.6363 58.899 55.4391 3.45984 3.96544 0.505604 0.132395 334.018 322.382 11.6363 46.8001
0.32 0.0560429 0.263956 0.0331327 0.0229102 980.104 1139.79 159.685 335.596 469.113 292.074 0.688952 0.700311 -0.0278678 335.251 323.545 11.7066 59.4932 56.0117 3.48156 3.98852 0.506955 0.133044 335.251 323.544 11.7066 46.8943
0.321 0.0562931 0.264706 0.0332649 0.0230283 981.618 1141.47 159.849 334.971 468.732 291.017 0.690078 0.702546 -0.0277838 336.486 324.709 11.7771 60.0911 56.5878 3.50332 4.01163 0.508306 0.133693 336.485 324.708 11.7771 46.9882
0.322 0.0565433 0.265456 0.033397 0.0231463 983.137 1143.15 160.013 334.353 468.356 289.967 0.691196 0.704781 -0.0277002 337.722 325.875 11.8476 60.6926 57.1675 3.52511 4.03477 0.509657 0.134341 337.722 325.874 11.8476 47.0817
0.323 0.0567935 0.266206 0.0335291 0.0232644 984.663 1144.84 160.177 333.742 467.986 288.924 0.692307 0.707016 -0.0276171 338.96 327.042 11.9182 61.2976 57.7507 3.54693 4.05794 0.511009 0.13499 338.96 327.042 11.9182 47.1749
0.324 0.0570435 0.266956 0.0336611 0.0233825 986.196 1146.54 160.34 333.137 467.623 287.887 0.693411 0.70925 -0.0275344 340.201 328.212 11.9889 61.9063 58.3375 3.56878 4.08115 0.51236 0.135639 340.2 328.211 11.9889 47.2678
0.325 0.0572936 0.267706 0.0337931 0.0235005 987.735 1148.24 160.503 332.539 467.264 286.857 0.694508 0.711485 -0.0274521 341.443 329.383 12.0597 62.5185 58.9278 3.59067 4.10438 0.513712 0.136287 341.442 329.382 12.0597 47.3603
0.326 0.0575435 0.268456 0.033925 0.0236186 989.28 1149.94 160.665 331.948 466.912 285.833 0.695598 0.713719 -0.0273703 342.686 330.556 12.1306 63.1342 59.5216 3.61258 4.12765 0.515064 0.136935 342.686 330.555 12.1306 47.4524
0.327 0.0577935 0.269206 0.0340569 0.0237366 990.831 1151.66 160.827 331.363 466.566 284.817 0.696681 0.715954 -0.027289 343.932 331.731 12.2015 63.7536 60.119 3.63453 4.15094 0.516416 0.137583 343.932 331.73 12.2015 47.5442
0.328 0.0580433 0.269956 0.0341888 0.0238546 992.388 1153.38 160.989 330.784 466.225 283.806 0.697757 0.718188 -0.027208 345.18 332.907 12.2726 64.3765 60.72 3.6565 4.17427 0.517768 0.138231 345.179 332.907 12.2726 47.6357
0.329 0.0582931 0.270706 0.0343205 0.0239726 993.952 1155.1 161.15 330.212 465.889 282.803 0.698826 0.720422 -0.0271275 346.43 334.086 12.3437 65.0029 61.3244 3.6785 4.19762 0.51912 0.138879 346.429 334.085 12.3437 47.7268
0.33 0.0585428 0.271456 0.0344522 0.0240906 995.522 1156.83 161.311 329.646 465.559 281.806 0.699888 0.722656 -0.0270474 347.681 335.266 12.4149 65.6329 61.9324 3.70054 4.22101 0.520473 0.139526 347.681 335.266 12.4149 47.8176
0.331 0.0587924 0.272207 0.0345839 0.0242086 997.097 1158.57 161.471 329.087 465.235 280.815 0.700943 0.72489 -0.0269678 348.934 336.448 12.4861 66.2665 62.5439 3.7226 4.24442 0.521825 0.140174 348.934 336.448 12.4861 47.908
0.332 0.059042 0.272957 0.0347155 0.0243265 998.679 1160.31 161.631 328.533 464.916 279.83 0.701991 0.727124 -0.0268886 350.19 337.632 12.5575 66.9036 63.1589 3.74468 4.26786 0.523178 0.140821 350.189 337.632 12.5575 47.9981
0.333 0.0592914 0.273708 0.0348471 0.0244445 1000.27 1162.06 161.791 327.986 464.603 278.853 0.703032 0.729358 -0.0268098 351.447 338.818 12.6289 67.5442 63.7774 3.7668 4.29133 0.524531 0.141468 351.447 338.818 12.6289 48.0879
0.334 0.0595408 0.274458 0.0349785 0.0245624 1001.86 1163.81 161.95 327.445 464.295 277.881 0.704067 0.731592 -0.0267314 352.706 340.006 12.7004 68.1883 64.3994 3.78894 4.31482 0.525884 0.142115 352.706 340.005 12.7004 48.1774
0.335 0.0597901 0.275209 0.0351099 0.0246803 1003.46 1165.57 162.109 326.911 463.992 276.916 0.705095 0.733825 -0.0266535 353.967 341.195 12.772 68.836 65.0249 3.81111 4.33835 0.527238 0.142761 353.967 341.195 12.772 48.2665
0.336 0.0600393 0.27596 0.0352413 0.0247981 1005.06 1167.33 162.267 326.382 463.694 275.957 0.706116 0.736059 -0.0265759 355.23 342.387 12.8436 69.4872 65.6539 3.8333 4.36189 0.528592 0.143407 355.23 342.386 12.8436 48.3552
0.337 0.0602884 0.276711 0.0353726 0.024916 1006.67 1169.1 162.425 325.859 463.402 275.004 0.707131 0.738292 -0.0264988 356.495 343.58 12.9154 70.1419 66.2863 3.85552 4.38547 0.529945 0.144053 356.495 343.58 12.9154 48.4437
0.338 0.0605375 0.277462 0.0355038 0.0250338 1008.29 1170.87 162.583 325.342 463.115 274.057 0.708139 0.740526 -0.0264221 357.762 344.775 12.9871 70.8 66.9223 3.87777 4.40907 0.5313 0.144699 357.762 344.775 12.9871 48.5318
0.339 0.0607864 0.278213 0.035635 0.0251515 1009.91 1172.65 162.74 324.831 462.833 273.117 0.709141 0.742759 -0.0263458 359.031 345.972 13.059 71.4617 67.5617 3.90004 4.43269 0.532654 0.145345 359.031 345.972 13.059 48.6196
0.34 0.0610352 0.278964 0.0357661 0.0252693 1011.54 1174.44 162.897 324.326 462.556 272.183 0.710135 0.744992 -0.0262699 360.302 347.171 13.1309 72.1269 68.2046 3.92233 4.45634 0.534009 0.14599 360.302 347.171 13.1309 48.707
0.341 0.0612839 0.279715 0.0358971 0.025387 1013.17 1176.23 163.054 323.827 462.284 271.255 0.711124 0.747225 -0.0261945 361.575 348.372 13.2029 72.7956 68.8509 3.94465 4.48002 0.535364 0.146635 361.574 348.372 13.2029 48.7941
0.342 0.0615326 0.280467 0.036028 0.0255047 1014.81 1178.02 163.21 323.333 462.017 270.333 0.712106 0.749458 -0.0261194 362.85 349.575 13.2749 73.4677 69.5007 3.967 4.50372 0.536719 0.14728 362.849 349.574 13.2749 48.8809
0.343 0.0617811 0.281218 0.0361589 0.0256223 1016.46 1179.82 163.366 322.846 461.755 269.417 0.713081 0.751691 -0.0260447 364.127 350.78 13.347 74.1433 70.1539 3.98936 4.52744 0.538074 0.147924 364.126 350.779 13.347 48.9674
0.344 0.0620296 0.28197 0.0362897 0.0257399 1018.11 1181.63 163.521 322.364 461.499 268.507 0.71405 0.753924 -0.0259704 365.406 351.987 13.4192 74.8225 70.8108 4.01175 4.55119 0.539431 0.148569 365.406 351.987 13.4192 49.0536
0.345 0.0622779 0.282722 0.0364204 0.0258575 1019.76 1183.44 163.676 321.887 461.246 267.603 0.715013 0.756157 -0.0258966 366.686 353.195 13.4915 75.5051 71.4709 4.03417 4.57496 0.540787 0.149213 366.686 353.195 13.4915 49.1394
0.346 0.0625261 0.283474 0.0365511 0.025975 1021.42 1185.25 163.831 321.416 460.999 266.704 0.71597 0.758389 -0.0258231 367.969 354.405 13.5638 76.191 72.1344 4.0566 4.59875 0.542144 0.149856 367.969 354.405 13.5638 49.2249
0.347 0.0627742 0.284226 0.0366817 0.0260925 1023.08 1187.07 163.985 320.95 460.756 265.812 0.71692 0.760622 -0.02575 369.254 355.618 13.6361 76.8804 72.8014 4.07906 4.62256 0.5435 0.1505 369.254 355.618 13.6361 49.3101
0.348 0.0630222 0.284978 0.0368122 0.02621 1024.75 1188.89 164.139 320.49 460.518 264.926 0.717864 0.762854 -0.0256773 370.541 356.832 13.7085 77.5733 73.4717 4.10154 4.6464 0.544857 0.151143 370.541 356.832 13.7085 49.395
0.349 0.06327 0.28573 0.0369426 0.0263274 1026.43 1190.72 164.292 320.035 460.284 264.045 0.718802 0.765087 -0.025605 371.829 358.048 13.781 78.2696 74.1455 4.12404 4.67026 0.546215 0.151785 371.829 358.048 13.781 49.4796
0.35 0.0635177 0.286482 0.0370729 0.0264448 1028.11 1192.56 164.445 319.586 460.056 263.17 0.719734 0.767319 -0.0255331 373.12 359.266 13.8535 78.9693 74.8227 4.14656 4.69414 0.547572 0.152428 373.12 359.266 13.8535 49.5639
0.351 0.0637653 0.287235 0.0372032 0.0265621 1029.8 1194.39 164.598 319.142 459.831 262.301 0.72066 0.769551 -0.0254616 374.413 360.487 13.9261 79.6724 75.5033 4.16911 4.71804 0.54893 0.15307 374.413 360.487 13.9261 49.6478
0.352 0.0640128 0.287987 0.0373334 0.0266794 1031.49 1196.24 164.75 318.703 459.612 261.437 0.721579 0.771783 -0.0253904 375.707 361.709 13.9987 80.3789 76.1872 4.19167 4.74196 0.550289 0.153711 375.707 361.709 13.9987 49.7315
0.353 0.0642601 0.28874 0.0374635 0.0267966 1033.18 1198.08 164.902 318.269 459.396 260.579 0.722493 0.774015 -0.0253196 377.004 362.933 14.0714 81.0888 76.8745 4.21425 4.7659 0.551647 0.154353 377.004 362.933 14.0714 49.8148
0.354 0.0645073 0.289493 0.0375935 0.0269138 1034.88 1199.94 165.054 317.841 459.185 259.727 0.723401 0.776247 -0.0252493 378.303 364.159 14.1442 81.8021 77.5653 4.23686 4.78986 0.553006 0.154994 378.303 364.159 14.1442 49.8978
0.355 0.0647544 0.290246 0.0377235 0.027031 1036.59 1201.79 165.205 317.417 458.979 258.88 0.724303 0.778478 -0.0251792 379.603 365.387 14.217 82.5188 78.2593 4.25948 4.81385 0.554366 0.155634 379.603 365.387 14.217 49.9806
0.356 0.0650014 0.290999 0.0378533 0.0271481 1038.3 1203.65 165.356 316.999 458.777 258.038 0.725199 0.78071 -0.0251096 380.906 366.616 14.2898 83.2389 78.9568 4.28213 4.83785 0.555725 0.156275 380.906 366.616 14.2898 50.063
0.357 0.0652482 0.291752 0.0379831 0.0272651 1040.01 1205.52 165.507 316.585 458.579 257.203 0.726089 0.782942 -0.0250403 382.211 367.848 14.3627 83.9623 79.6575 4.30479 4.86187 0.557085 0.156915 382.211 367.848 14.3627 50.1451
0.358 0.0654949 0.292505 0.0381128 0.0273821 1041.73 1207.39 165.657 316.177 458.385 256.372 0.726973 0.785173 -0.0249714 383.518 369.082 14.4357 84.6891 80.3617 4.32747 4.88592 0.558446 0.157554 383.518 369.082 14.4357 50.2269
0.359 0.0657415 0.293258 0.0382424 0.0274991 1043.45 1209.26 165.807 315.773 458.196 255.547 0.727852 0.787405 -0.0249029 384.827 370.318 14.5087 85.4193 81.0691 4.35017 4.90998 0.559806 0.158194 384.827 370.318 14.5087 50.3084
0.36 0.0659879 0.294012 0.0383719 0.027616 1045.18 1211.14 165.956 315.374 458.011 254.728 0.728724 0.789636 -0.0248347 386.138 371.556 14.5817 86.1528 81.7799 4.37289 4.93406 0.561168 0.158832 386.138 371.556 14.5817 50.3897
0.361 0.0662342 0.294766 0.0385014 0.0277329 1046.92 1213.02 166.105 314.981 457.829 253.914 0.729592 0.791867 -0.0247669 387.451 372.796 14.6548 86.8897 82.494 4.39563 4.95816 0.562529 0.159471 387.451 372.796 14.6548 50.4706
0.362 0.0664804 0.29552 0.0386307 0.0278497 1048.65 1214.91 166.254 314.591 457.652 253.105 0.730453 0.794098 -0.0246994 388.766 374.038 14.728 87.6299 83.2115 4.41838 4.98227 0.563891 0.160109 388.766 374.038 14.728 50.5512
0.363 0.0667264 0.296274 0.03876 0.0279664 1050.4 1216.8 166.402 314.207 457.479 252.301 0.731309 0.796329 -0.0246323 390.083 375.281 14.8011 88.3734 83.9322 4.44115 5.00641 0.565253 0.160747 390.083 375.281 14.8011 50.6316
0.364 0.0669723 0.297028 0.0388892 0.0280831 1052.14 1218.69 166.55 313.827 457.31 251.502 0.732159 0.79856 -0.0245656 391.402 376.527 14.8744 89.1202 84.6563 4.46394 5.03056 0.566616 0.161384 391.402 376.527 14.8744 50.7116
0.365 0.0672181 0.297782 0.0390183 0.0281998 1053.89 1220.59 166.698 313.452 457.145 250.709 0.733004 0.800791 -0.0244992 392.723 377.775 14.9476 89.8704 85.3836 4.48675 5.05473 0.567979 0.162021 392.723 377.775 14.9476 50.7914
0.366 0.0674637 0.298536 0.0391473 0.0283164 1055.65 1222.49 166.845 313.082 456.984 249.921 0.733843 0.803022 -0.0244331 394.046 379.025 15.021 90.6238 86.1143 4.50957 5.07892 0.569342 0.162658 394.046 379.025 15.021 50.8709
0.367 0.0677091 0.299291 0.0392762 0.0284329 1057.41 1224.4 166.992 312.716 456.827 249.138 0.734677 0.805252 -0.0243674 395.371 380.277 15.0943 91.3806 86.8482 4.53242 5.10312 0.570706 0.163294 395.371 380.277 15.0943 50.9501
0.368 0.0679545 0.300046 0.0394051 0.0285494 1059.17 1226.31 167.139 312.354 456.673 248.36 0.735506 0.807483 -0.0243021 396.699 381.531 15.1677 92.1406 87.5854 4.55527 5.12734 0.57207 0.16393 396.699 381.531 15.1677 51.029
0.369 0.0681997 0.3008 0.0395338 0.0286658 1060.94 1228.22 167.285 311.997 456.523 247.587 0.736329 0.809714 -0.0242371 398.028 382.787 15.2412 92.904 88.3258 4.57815 5.15158 0.573435 0.164565 398.028 382.787 15.2412 51.1076
0.37 0.0684447 0.301555 0.0396625 0.0287822 1062.71 1230.14 167.431 311.644 456.377 246.819 0.737147 0.811944 -0.0241724 399.36 384.045 15.3147 93.6706 89.0695 4.60104 5.17584 0.5748 0.1652 399.36 384.045 15.3147 51.186
0.371 0.0686896 0.30231 0.039791 0.0288985 1064.49 1232.06 167.577 311.296 456.235 246.056 0.737959 0.814174 -0.0241081 400.693 385.305 15.3882 94.4404 89.8165 4.62394 5.20011 0.576165 0.165835 400.693 385.305 15.3882 51.264
0.372 0.0689343 0.303066 0.0399195 0.0290148 1066.27 1233.99 167.722 310.952 456.097 245.298 0.738767 0.816404 -0.0240441 402.029 386.567 15.4618 95.2136 90.5667 4.64686 5.2244 0.577531 0.166469 402.029 386.567 15.4618 51.3418
0.373 0.0691789 0.303821 0.0400479 0.029131 1068.05 1235.92 167.867 310.612 455.962 244.545 0.739569 0.818635 -0.0239804 403.366 387.831 15.5354 95.99 91.3202 4.6698 5.2487 0.578897 0.167103 403.366 387.831 15.5354 51.4194
0.374 0.0694234 0.304577 0.0401762 0.0292472 1069.84 1237.85 168.011 310.277 455.83 243.796 0.740366 0.820865 -0.0239171 404.706 389.097 15.609 96.7696 92.0768 4.69275 5.27302 0.580264 0.167736 404.706 389.097 15.609 51.4966
0.375 0.0696677 0.305332 0.0403044 0.0293633 1071.63 1239.79 168.156 309.946 455.702 243.053 0.741158 0.823095 -0.0238541 406.048 390.365 15.6827 97.5525 92.8367 4.71572 5.29735 0.581631 0.168369 406.048 390.365 15.6827 51.5736
0.376 0.0699119 0.306088 0.0404326 0.0294793 1073.43 1241.73 168.3 309.618 455.578 242.314 0.741944 0.825325 -0.0237914 407.392 391.636 15.7564 98.3386 93.5999 4.7387 5.3217 0.582998 0.169002 407.392 391.636 15.7564 51.6503
