dens densp densn dense densm mup mun mue nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.685 0.140128 0.544871 0.0769387 0.0631896 1708.79 1911.36 202.562 295.226 485.4 132.058 0.859363 1.51199 -0.0131922 930.028 890.282 39.7458 472.147 459.828 12.3189 13.3397 1.02077 0.349228 930.028 890.282 39.7458 67.807
0.686 0.140346 0.545654 0.077051 0.0632947 1710.95 1913.6 202.652 295.286 485.568 131.887 0.859545 1.51421 -0.0131734 932.076 892.249 39.8274 473.736 461.391 12.3449 13.3672 1.02222 0.349781 932.076 892.249 39.8274 67.8454
0.687 0.140563 0.546437 0.0771632 0.0633998 1713.1 1915.84 202.742 295.346 485.735 131.717 0.859727 1.51643 -0.0131546 934.127 894.218 39.909 475.327 462.956 12.3709 13.3946 1.02367 0.350334 934.126 894.217 39.909 67.8837
0.688 0.14078 0.54722 0.0772754 0.0635049 1715.25 1918.08 202.831 295.406 485.903 131.547 0.859907 1.51865 -0.0131359 936.18 896.189 39.9906 476.921 464.524 12.397 13.4221 1.02511 0.350887 936.179 896.189 39.9906 67.9219
0.689 0.140997 0.548002 0.0773876 0.0636099 1717.4 1920.32 202.921 295.467 486.071 131.378 0.860087 1.52087 -0.0131172 938.235 898.162 40.0723 478.517 466.094 12.423 13.4496 1.02656 0.35144 938.234 898.162 40.0723 67.9602
0.69 0.141215 0.548785 0.0774998 0.063715 1719.55 1922.56 203.01 295.528 486.238 131.209 0.860267 1.52308 -0.0130986 940.292 900.138 40.1539 480.115 467.666 12.449 13.477 1.02801 0.351993 940.292 900.138 40.1539 67.9983
0.691 0.141432 0.549568 0.077612 0.06382 1721.71 1924.81 203.099 295.589 486.406 131.041 0.860446 1.5253 -0.01308 942.352 902.116 40.2356 481.716 469.241 12.4751 13.5045 1.02945 0.352546 942.351 902.116 40.2356 68.0364
0.692 0.141649 0.550351 0.0777241 0.0639251 1723.86 1927.05 203.189 295.65 486.574 130.874 0.860625 1.52752 -0.0130615 944.414 904.096 40.3174 483.319 470.817 12.5011 13.532 1.0309 0.353099 944.413 904.096 40.3174 68.0745
0.693 0.141866 0.551133 0.0778363 0.0640301 1726.01 1929.29 203.278 295.712 486.742 130.707 0.860802 1.52974 -0.013043 946.478 906.079 40.3991 484.924 472.397 12.5272 13.5596 1.03235 0.353651 946.478 906.079 40.3991 68.1125
0.694 0.142083 0.551916 0.0779484 0.0641351 1728.17 1931.53 203.367 295.773 486.91 130.54 0.86098 1.53196 -0.0130246 948.545 908.064 40.4809 486.531 473.978 12.5533 13.5871 1.0338 0.354204 948.544 908.064 40.4809 68.1505
0.695 0.1423 0.552699 0.0780605 0.0642401 1730.32 1933.77 203.456 295.835 487.078 130.374 0.861156 1.53417 -0.0130062 950.614 910.051 40.5627 488.141 475.562 12.5794 13.6146 1.03524 0.354756 950.613 910.051 40.5627 68.1884
0.696 0.142518 0.553482 0.0781725 0.0643451 1732.47 1936.02 203.545 295.897 487.246 130.209 0.861332 1.53639 -0.0129879 952.685 912.041 40.6446 489.753 477.148 12.6055 13.6422 1.03669 0.355309 952.685 912.04 40.6446 68.2262
0.697 0.142735 0.554265 0.0782846 0.06445 1734.63 1938.26 203.633 295.96 487.415 130.044 0.861508 1.53861 -0.0129696 954.759 914.032 40.7265 491.367 478.736 12.6316 13.6697 1.03814 0.355861 954.758 914.032 40.7265 68.264
0.698 0.142952 0.555048 0.0783966 0.064555 1736.78 1940.5 203.722 296.022 487.583 129.88 0.861683 1.54083 -0.0129514 956.835 916.026 40.8084 492.984 480.326 12.6577 13.6973 1.03959 0.356413 956.834 916.026 40.8084 68.3018
0.699 0.143169 0.555831 0.0785086 0.06466 1738.93 1942.74 203.811 296.085 487.751 129.716 0.861857 1.54305 -0.0129333 958.913 918.023 40.8903 494.603 481.919 12.6838 13.7249 1.04103 0.356965 958.913 918.022 40.8903 68.3395
0.7 0.143385 0.556614 0.0786206 0.0647649 1741.09 1944.99 203.899 296.147 487.919 129.553 0.862031 1.54526 -0.0129152 960.994 920.021 40.9722 496.224 483.514 12.71 13.7525 1.04248 0.357517 960.993 920.021 40.9722 68.3772
0.701 0.143602 0.557397 0.0787326 0.0648698 1743.24 1947.23 203.988 296.21 488.088 129.39 0.862205 1.54748 -0.0128971 963.076 922.022 41.0542 497.848 485.111 12.7361 13.78 1.04393 0.358069 963.076 922.022 41.0542 68.4148
0.702 0.143819 0.558181 0.0788446 0.0649747 1745.39 1949.47 204.076 296.273 488.256 129.228 0.862377 1.5497 -0.0128791 965.162 924.025 41.1362 499.473 486.711 12.7623 13.8077 1.04538 0.358621 965.161 924.025 41.1362 68.4523
0.703 0.144036 0.558964 0.0789565 0.0650796 1747.55 1951.71 204.164 296.337 488.424 129.066 0.86255 1.55192 -0.0128611 967.249 926.031 41.2183 501.101 488.313 12.7884 13.8353 1.04683 0.359172 967.249 926.031 41.2183 68.4898
0.704 0.144253 0.559747 0.0790684 0.0651845 1749.7 1953.96 204.253 296.4 488.593 128.905 0.862721 1.55413 -0.0128432 969.339 928.039 41.3003 502.732 489.917 12.8146 13.8629 1.04828 0.359724 969.339 928.038 41.3003 68.5273
0.705 0.14447 0.56053 0.0791804 0.0652894 1751.86 1956.2 204.341 296.464 488.761 128.744 0.862892 1.55635 -0.0128254 971.431 930.049 41.3824 504.364 491.524 12.8408 13.8905 1.04972 0.360275 971.431 930.048 41.3824 68.5647
0.706 0.144686 0.561313 0.0792922 0.0653943 1754.01 1958.44 204.429 296.528 488.93 128.584 0.863063 1.55857 -0.0128076 973.526 932.061 41.4645 505.999 493.132 12.867 13.9182 1.05117 0.360827 973.525 932.061 41.4645 68.6021
0.707 0.144903 0.562097 0.0794041 0.0654992 1756.17 1960.68 204.517 296.592 489.099 128.424 0.863233 1.56079 -0.0127898 975.623 934.076 41.5467 507.637 494.743 12.8932 13.9458 1.05262 0.361378 975.622 934.075 41.5467 68.6394
0.708 0.14512 0.56288 0.079516 0.065604 1758.32 1962.93 204.604 296.656 489.267 128.265 0.863403 1.56301 -0.0127721 977.722 936.093 41.6288 509.276 496.357 12.9194 13.9735 1.05407 0.361929 977.721 936.092 41.6288 68.6766
0.709 0.145337 0.563663 0.0796278 0.0657089 1760.48 1965.17 204.692 296.72 489.436 128.106 0.863571 1.56522 -0.0127545 979.823 938.112 41.711 510.918 497.972 12.9456 14.0012 1.05552 0.36248 979.823 938.112 41.711 68.7139
0.71 0.145553 0.564447 0.0797396 0.0658137 1762.63 1967.41 204.78 296.785 489.605 127.948 0.86374 1.56744 -0.0127369 981.927 940.134 41.7933 512.562 499.59 12.9719 14.0289 1.05697 0.363031 981.926 940.133 41.7933 68.751
0.711 0.14577 0.56523 0.0798514 0.0659185 1764.79 1969.65 204.867 296.849 489.773 127.791 0.863908 1.56966 -0.0127193 984.033 942.157 41.8755 514.208 501.21 12.9981 14.0565 1.05842 0.363582 984.033 942.157 41.8755 68.7882
0.712 0.145986 0.566013 0.0799632 0.0660233 1766.94 1971.9 204.955 296.914 489.942 127.633 0.864075 1.57188 -0.0127018 986.141 944.183 41.9578 515.857 502.832 13.0244 14.0843 1.05987 0.364133 986.141 944.183 41.9578 68.8252
0.713 0.146203 0.566797 0.080075 0.0661281 1769.1 1974.14 205.042 296.979 490.111 127.477 0.864242 1.57409 -0.0126843 988.252 946.212 42.0401 517.508 504.457 13.0506 14.112 1.06132 0.364684 988.252 946.212 42.0401 68.8623
0.714 0.14642 0.56758 0.0801867 0.0662329 1771.25 1976.38 205.13 297.044 490.28 127.321 0.864408 1.57631 -0.0126669 990.365 948.243 42.1225 519.161 506.084 13.0769 14.1397 1.06277 0.365234 990.365 948.242 42.1225 68.8992
0.715 0.146636 0.568364 0.0802984 0.0663377 1773.41 1978.63 205.217 297.109 490.449 127.165 0.864574 1.57853 -0.0126495 992.48 950.276 42.2048 520.816 507.713 13.1032 14.1674 1.06421 0.365785 992.48 950.275 42.2048 68.9362
0.716 0.146853 0.569147 0.0804102 0.0664425 1775.57 1980.87 205.304 297.175 490.617 127.01 0.864739 1.58075 -0.0126322 994.598 952.311 42.2872 522.474 509.344 13.1295 14.1952 1.06566 0.366335 994.598 952.31 42.2872 68.973
0.717 0.147069 0.569931 0.0805218 0.0665472 1777.72 1983.11 205.391 297.241 490.786 126.855 0.864904 1.58296 -0.012615 996.718 954.348 42.3697 524.134 510.978 13.1558 14.2229 1.06711 0.366886 996.718 954.348 42.3697 69.0099
0.718 0.147285 0.570714 0.0806335 0.066652 1779.88 1985.36 205.478 297.306 490.955 126.701 0.865069 1.58518 -0.0125977 998.84 956.388 42.4521 525.796 512.614 13.1821 14.2507 1.06856 0.367436 998.84 956.388 42.4521 69.0467
0.719 0.147502 0.571498 0.0807452 0.0667567 1782.03 1987.6 205.565 297.372 491.124 126.547 0.865232 1.5874 -0.0125806 1000.96 958.43 42.5346 527.461 514.252 13.2084 14.2785 1.07001 0.367986 1000.96 958.43 42.5346 69.0834
0.72 0.147718 0.572282 0.0808568 0.0668615 1784.19 1989.84 205.652 297.438 491.293 126.394 0.865396 1.58962 -0.0125634 1003.09 960.475 42.6171 529.128 515.893 13.2348 14.3062 1.07146 0.368536 1003.09 960.474 42.6171 69.1201
0.721 0.147935 0.573065 0.0809685 0.0669662 1786.35 1992.09 205.739 297.505 491.462 126.241 0.865558 1.59183 -0.0125463 1005.22 962.521 42.6996 530.797 517.536 13.2611 14.334 1.07291 0.369087 1005.22 962.521 42.6996 69.1568
0.722 0.148151 0.573849 0.0810801 0.0670709 1788.5 1994.33 205.826 297.571 491.631 126.088 0.865721 1.59405 -0.0125293 1007.35 964.57 42.7822 532.468 519.181 13.2875 14.3618 1.07436 0.369637 1007.35 964.57 42.7822 69.1934
0.723 0.148367 0.574633 0.0811917 0.0671756 1790.66 1996.57 205.912 297.637 491.8 125.937 0.865882 1.59627 -0.0125123 1009.49 966.622 42.8648 534.142 520.828 13.3138 14.3897 1.07581 0.370186 1009.49 966.621 42.8648 69.2299
0.724 0.148583 0.575416 0.0813033 0.0672803 1792.82 1998.82 205.999 297.704 491.97 125.785 0.866044 1.59849 -0.0124954 1011.62 968.675 42.9474 535.818 522.477 13.3402 14.4175 1.07726 0.370736 1011.62 968.675 42.9474 69.2664
0.725 0.1488 0.5762 0.0814148 0.067385 1794.97 2001.06 206.085 297.771 492.139 125.634 0.866204 1.6007 -0.0124785 1013.76 970.731 43.03 537.496 524.129 13.3666 14.4453 1.07871 0.371286 1013.76 970.731 43.03 69.3029
0.726 0.149016 0.576984 0.0815264 0.0674897 1797.13 2003.3 206.171 297.838 492.308 125.484 0.866365 1.60292 -0.0124616 1015.9 972.789 43.1127 539.176 525.783 13.393 14.4732 1.08016 0.371836 1015.9 972.789 43.1127 69.3393
0.727 0.149232 0.577768 0.0816379 0.0675944 1799.29 2005.55 206.258 297.905 492.477 125.334 0.866524 1.60514 -0.0124448 1018.05 974.85 43.1954 540.859 527.44 13.4194 14.501 1.08161 0.372385 1018.04 974.849 43.1954 69.3757
0.728 0.149448 0.578551 0.0817494 0.067699 1801.45 2007.79 206.344 297.972 492.646 125.184 0.866684 1.60736 -0.0124281 1020.19 976.913 43.2781 542.544 529.098 13.4458 14.5289 1.08307 0.372935 1020.19 976.912 43.2781 69.412
0.729 0.149664 0.579335 0.0818609 0.0678037 1803.6 2010.03 206.43 298.039 492.815 125.035 0.866842 1.60957 -0.0124113 1022.34 978.978 43.3609 544.231 530.759 13.4722 14.5567 1.08452 0.373484 1022.34 978.977 43.3609 69.4483
0.73 0.149881 0.580119 0.0819724 0.0679083 1805.76 2012.28 206.516 298.107 492.984 124.886 0.867001 1.61179 -0.0123947 1024.49 981.045 43.4437 545.921 532.422 13.4987 14.5846 1.08597 0.374033 1024.49 981.045 43.4437 69.4846
0.731 0.150097 0.580903 0.0820839 0.0680129 1807.92 2014.52 206.602 298.175 493.154 124.738 0.867159 1.61401 -0.012378 1026.64 983.114 43.5265 547.613 534.088 13.5251 14.6125 1.08742 0.374582 1026.64 983.114 43.5265 69.5208
0.732 0.150313 0.581687 0.0821953 0.0681176 1810.08 2016.76 206.688 298.242 493.323 124.59 0.867316 1.61623 -0.0123615 1028.8 985.186 43.6093 549.307 535.755 13.5515 14.6404 1.08887 0.375132 1028.8 985.186 43.6093 69.5569
0.733 0.150529 0.582471 0.0823067 0.0682222 1812.23 2019.01 206.774 298.31 493.492 124.443 0.867473 1.61844 -0.0123449 1030.95 987.26 43.6922 551.003 537.425 13.578 14.6683 1.09032 0.375681 1030.95 987.26 43.6922 69.593
0.734 0.150745 0.583255 0.0824182 0.0683268 1814.39 2021.25 206.859 298.378 493.661 124.296 0.867629 1.62066 -0.0123284 1033.11 989.337 43.7751 552.702 539.097 13.6045 14.6963 1.09177 0.37623 1033.11 989.337 43.7751 69.6291
0.735 0.150961 0.584039 0.0825296 0.0684314 1816.55 2023.49 206.945 298.447 493.831 124.15 0.867785 1.62288 -0.012312 1035.27 991.416 43.858 554.403 540.772 13.631 14.7242 1.09322 0.376779 1035.27 991.415 43.858 69.6651
0.736 0.151177 0.584823 0.082641 0.068536 1818.71 2025.74 207.031 298.515 494 124.004 0.867941 1.6251 -0.0122956 1037.44 993.497 43.9409 556.106 542.448 13.6575 14.7521 1.09467 0.377327 1037.44 993.496 43.9409 69.7011
0.737 0.151393 0.585607 0.0827523 0.0686405 1820.87 2027.98 207.116 298.583 494.169 123.858 0.868096 1.62731 -0.0122792 1039.6 995.58 44.0239 557.811 544.127 13.684 14.7801 1.09612 0.377876 1039.6 995.58 44.0239 69.737
0.738 0.151609 0.586391 0.0828637 0.0687451 1823.02 2030.23 207.201 298.652 494.338 123.713 0.86825 1.62953 -0.0122629 1041.77 997.666 44.1069 559.519 545.808 13.7105 14.808 1.09758 0.378425 1041.77 997.665 44.1069 69.7729
0.739 0.151825 0.587175 0.082975 0.0688497 1825.18 2032.47 207.287 298.721 494.508 123.568 0.868404 1.63175 -0.0122466 1043.94 999.754 44.1899 561.229 547.492 13.737 14.836 1.09903 0.378973 1043.94 999.753 44.1899 69.8088
0.74 0.152041 0.587959 0.0830864 0.0689542 1827.34 2034.71 207.372 298.789 494.677 123.424 0.868558 1.63397 -0.0122304 1046.12 1001.84 44.273 562.941 549.177 13.7635 14.864 1.10048 0.379522 1046.12 1001.84 44.273 69.8446
0.741 0.152256 0.588743 0.0831977 0.0690588 1829.5 2036.96 207.457 298.858 494.846 123.28 0.868711 1.63618 -0.0122142 1048.29 1003.94 44.3561 564.655 550.865 13.7901 14.892 1.10193 0.38007 1048.29 1003.94 44.3561 69.8803
0.742 0.152472 0.589528 0.083309 0.0691633 1831.66 2039.2 207.542 298.927 495.016 123.137 0.868864 1.6384 -0.0121981 1050.47 1006.03 44.4392 566.372 552.555 13.8166 14.92 1.10338 0.380619 1050.47 1006.03 44.4392 69.916
0.743 0.152688 0.590312 0.0834203 0.0692678 1833.82 2041.44 207.627 298.997 495.185 122.994 0.869016 1.64062 -0.012182 1052.65 1008.13 44.5223 568.091 554.248 13.8432 14.948 1.10483 0.381167 1052.65 1008.13 44.5223 69.9517
0.744 0.152904 0.591096 0.0835315 0.0693724 1835.98 2043.69 207.712 299.066 495.354 122.851 0.869168 1.64283 -0.0121659 1054.83 1010.23 44.6055 569.812 555.943 13.8697 14.976 1.10628 0.381715 1054.83 1010.23 44.6055 69.9874
0.745 0.15312 0.59188 0.0836428 0.0694769 1838.14 2045.93 207.797 299.135 495.524 122.709 0.869319 1.64505 -0.0121499 1057.02 1012.33 44.6887 571.536 557.64 13.8963 15.004 1.10774 0.382263 1057.02 1012.33 44.6887 70.0229
0.746 0.153335 0.592665 0.083754 0.0695814 1840.29 2048.18 207.882 299.205 495.693 122.567 0.86947 1.64727 -0.0121339 1059.2 1014.43 44.7719 573.262 559.339 13.9229 15.0321 1.10919 0.382811 1059.2 1014.43 44.7719 70.0585
0.747 0.153551 0.593449 0.0838652 0.0696859 1842.45 2050.42 207.967 299.275 495.862 122.426 0.869621 1.64949 -0.012118 1061.39 1016.54 44.8552 574.99 561.04 13.9495 15.0601 1.11064 0.383359 1061.39 1016.54 44.8552 70.094
0.748 0.153767 0.594233 0.0839764 0.0697904 1844.61 2052.66 208.051 299.344 496.032 122.285 0.869771 1.6517 -0.0121021 1063.59 1018.65 44.9385 576.72 562.744 13.9761 15.0882 1.11209 0.383907 1063.59 1018.65 44.9385 70.1294
0.749 0.153982 0.595017 0.0840876 0.0698948 1846.77 2054.91 208.136 299.414 496.201 122.145 0.86992 1.65392 -0.0120863 1065.78 1020.76 45.0218 578.453 564.45 14.0027 15.1163 1.11355 0.384455 1065.78 1020.76 45.0218 70.1649
0.75 0.154198 0.595802 0.0841988 0.0699993 1848.93 2057.15 208.22 299.484 496.37 122.005 0.87007 1.65614 -0.0120705 1067.98 1022.87 45.1051 580.187 566.158 14.0294 15.1443 1.115 0.385003 1067.98 1022.87 45.1051 70.2002
0.751 0.154414 0.596586 0.08431 0.0701038 1851.09 2059.4 208.305 299.554 496.54 121.865 0.870218 1.65836 -0.0120547 1070.18 1024.99 45.1885 581.924 567.868 14.056 15.1724 1.11645 0.38555 1070.17 1024.99 45.1885 70.2356
0.752 0.154629 0.597371 0.0844211 0.0702082 1853.25 2061.64 208.389 299.625 496.709 121.726 0.870367 1.66057 -0.012039 1072.38 1027.1 45.2719 583.664 569.581 14.0826 15.2005 1.1179 0.386098 1072.38 1027.1 45.2719 70.2709
0.753 0.154845 0.598155 0.0845323 0.0703127 1855.41 2063.88 208.473 299.695 496.878 121.587 0.870514 1.66279 -0.0120233 1074.58 1029.22 45.3553 585.405 571.296 14.1093 15.2286 1.11935 0.386645 1074.58 1029.22 45.3553 70.3061
0.754 0.15506 0.598939 0.0846434 0.0704171 1857.57 2066.13 208.557 299.766 497.048 121.448 0.870662 1.66501 -0.0120076 1076.79 1031.35 45.4387 587.149 573.013 14.136 15.2568 1.12081 0.387193 1076.79 1031.35 45.4387 70.3413
0.755 0.155276 0.599724 0.0847545 0.0705215 1859.73 2068.37 208.642 299.836 497.217 121.31 0.870809 1.66722 -0.011992 1078.99 1033.47 45.5222 588.895 574.733 14.1626 15.2849 1.12226 0.38774 1078.99 1033.47 45.5222 70.3765
0.756 0.155491 0.600508 0.0848656 0.070626 1861.89 2070.61 208.726 299.907 497.386 121.173 0.870955 1.66944 -0.0119765 1081.2 1035.6 45.6057 590.644 576.454 14.1893 15.313 1.12371 0.388288 1081.2 1035.6 45.6057 70.4116
0.757 0.155707 0.601293 0.0849767 0.0707304 1864.05 2072.86 208.81 299.978 497.556 121.036 0.871102 1.67166 -0.011961 1083.42 1037.73 45.6892 592.394 578.178 14.216 15.3412 1.12517 0.388835 1083.42 1037.73 45.6892 70.4467
0.758 0.155922 0.602077 0.0850877 0.0708348 1866.21 2075.1 208.893 300.049 497.725 120.899 0.871247 1.67388 -0.0119455 1085.63 1039.86 45.7728 594.147 579.904 14.2427 15.3693 1.12662 0.389382 1085.63 1039.86 45.7728 70.4818
0.759 0.156138 0.602862 0.0851988 0.0709392 1868.37 2077.35 208.977 300.12 497.894 120.762 0.871393 1.67609 -0.01193 1087.85 1041.99 45.8564 595.902 581.633 14.2694 15.3975 1.12807 0.389929 1087.85 1041.99 45.8564 70.5168
0.76 0.156353 0.603647 0.0853098 0.0710436 1870.53 2079.59 209.061 300.191 498.064 120.626 0.871538 1.67831 -0.0119146 1090.07 1044.13 45.94 597.66 583.363 14.2962 15.4257 1.12952 0.390476 1090.07 1044.13 45.94 70.5517
0.761 0.156569 0.604431 0.0854208 0.071148 1872.69 2081.83 209.145 300.262 498.233 120.491 0.871682 1.68053 -0.0118993 1092.29 1046.27 46.0236 599.419 585.096 14.3229 15.4539 1.13098 0.391023 1092.29 1046.27 46.0236 70.5867
0.762 0.156784 0.605216 0.0855319 0.0712524 1874.85 2084.08 209.228 300.333 498.402 120.355 0.871826 1.68274 -0.011884 1094.51 1048.41 46.1073 601.181 586.831 14.3496 15.4821 1.13243 0.39157 1094.51 1048.41 46.1073 70.6215
0.763 0.157 0.606 0.0856429 0.0713567 1877.01 2086.32 209.312 300.405 498.572 120.22 0.87197 1.68496 -0.0118687 1096.74 1050.55 46.191 602.945 588.569 14.3764 15.5103 1.13388 0.392117 1096.74 1050.55 46.191 70.6564
0.764 0.157215 0.606785 0.0857538 0.0714611 1879.17 2088.57 209.395 300.476 498.741 120.086 0.872113 1.68718 -0.0118534 1098.97 1052.69 46.2747 604.712 590.308 14.4032 15.5385 1.13534 0.392663 1098.97 1052.69 46.2747 70.6912
0.765 0.15743 0.60757 0.0858648 0.0715654 1881.33 2090.81 209.478 300.548 498.91 119.952 0.872256 1.6894 -0.0118382 1101.2 1054.84 46.3585 606.48 592.05 14.4299 15.5667 1.13679 0.39321 1101.2 1054.84 46.3585 70.726
0.766 0.157646 0.608354 0.0859758 0.0716698 1883.49 2093.05 209.562 300.62 499.079 119.818 0.872398 1.69161 -0.0118231 1103.43 1056.99 46.4422 608.251 593.794 14.4567 15.595 1.13824 0.393757 1103.43 1056.99 46.4422 70.7607
0.767 0.157861 0.609139 0.0860867 0.0717741 1885.65 2095.3 209.645 300.691 499.249 119.685 0.87254 1.69383 -0.0118079 1105.67 1059.14 46.5261 610.024 595.541 14.4835 15.6232 1.1397 0.394303 1105.67 1059.14 46.5261 70.7954
0.768 0.158076 0.609924 0.0861976 0.0718785 1887.81 2097.54 209.728 300.763 499.418 119.552 0.872682 1.69605 -0.0117929 1107.91 1061.3 46.6099 611.8 597.289 14.5103 15.6515 1.14115 0.39485 1107.91 1061.3 46.6099 70.83
0.769 0.158291 0.610709 0.0863086 0.0719828 1889.97 2099.79 209.811 300.835 499.587 119.419 0.872823 1.69826 -0.0117778 1110.15 1063.45 46.6938 613.577 599.04 14.5371 15.6797 1.1426 0.395396 1110.15 1063.45 46.6938 70.8646
0.77 0.158507 0.611493 0.0864195 0.0720871 1892.14 2102.03 209.894 300.907 499.756 119.287 0.872964 1.70048 -0.0117628 1112.39 1065.61 46.7776 615.357 600.793 14.564 15.708 1.14406 0.395942 1112.39 1065.61 46.7776 70.8992
0.771 0.158722 0.612278 0.0865303 0.0721914 1894.3 2104.27 209.977 300.98 499.926 119.155 0.873104 1.7027 -0.0117478 1114.64 1067.77 46.8616 617.139 602.549 14.5908 15.7363 1.14551 0.396489 1114.64 1067.77 46.8616 70.9337
0.772 0.158937 0.613063 0.0866412 0.0722957 1896.46 2106.52 210.06 301.052 500.095 119.024 0.873244 1.70491 -0.0117329 1116.88 1069.94 46.9455 618.924 604.306 14.6176 15.7646 1.14697 0.397035 1116.88 1069.94 46.9455 70.9682
0.773 0.159152 0.613848 0.0867521 0.0724 1898.62 2108.76 210.143 301.124 500.264 118.893 0.873384 1.70713 -0.011718 1119.13 1072.1 47.0295 620.71 606.066 14.6445 15.7929 1.14842 0.397581 1119.13 1072.1 47.0295 71.0026
0.774 0.159367 0.614633 0.0868629 0.0725043 1900.78 2111.01 210.225 301.197 500.433 118.762 0.873523 1.70935 -0.0117032 1121.38 1074.27 47.1135 622.499 607.828 14.6714 15.8212 1.14987 0.398127 1121.38 1074.27 47.1135 71.037
0.775 0.159582 0.615418 0.0869738 0.0726086 1902.94 2113.25 210.308 301.269 500.602 118.631 0.873662 1.71156 -0.0116883 1123.64 1076.44 47.1975 624.29 609.592 14.6982 15.8496 1.15133 0.398673 1123.64 1076.44 47.1975 71.0714
0.776 0.159797 0.616202 0.0870846 0.0727129 1905.1 2115.49 210.391 301.342 500.771 118.501 0.8738 1.71378 -0.0116736 1125.89 1078.61 47.2816 626.084 611.359 14.7251 15.8779 1.15278 0.399219 1125.89 1078.61 47.2816 71.1057
0.777 0.160013 0.616987 0.0871954 0.0728172 1907.26 2117.74 210.473 301.415 500.94 118.372 0.873938 1.716 -0.0116588 1128.15 1080.79 47.3657 627.879 613.127 14.752 15.9062 1.15424 0.399765 1128.15 1080.79 47.3657 71.14
0.778 0.160228 0.617772 0.0873062 0.0729214 1909.43 2119.98 210.556 301.488 501.11 118.243 0.874076 1.71822 -0.0116441 1130.42 1082.97 47.4498 629.677 614.898 14.7789 15.9346 1.15569 0.400311 1130.41 1082.97 47.4498 71.1743
