dens densp densn dense densv mup mun mue muv nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.689 0.210095 0.478905 0.210095 0.0655053 1800.1 1920.39 355.591 235.299 374.07 486.249 117.338 0.87504 1.52298 -0.00864018 932.55 859.989 72.5617 475.021 450.833 24.1872 24.6429 0.45573 0.233269 932.55 859.988 72.5617 28.4121
0.69 0.210399 0.479601 0.210399 0.0656008 1802.3 1922.65 355.762 235.412 374.187 486.435 117.191 0.875196 1.5252 -0.00862853 934.595 861.892 72.7026 476.621 452.387 24.2341 24.6905 0.456374 0.233626 934.594 861.892 72.7026 28.4281
0.691 0.210704 0.480296 0.210704 0.0656963 1804.5 1924.91 355.932 235.524 374.304 486.621 117.045 0.875351 1.52741 -0.00861692 936.641 863.797 72.8436 478.224 453.943 24.2811 24.7381 0.457017 0.233983 936.641 863.797 72.8436 28.4441
0.692 0.211008 0.480992 0.211008 0.0657918 1806.7 1927.17 356.102 235.637 374.421 486.807 116.899 0.875506 1.52963 -0.00860534 938.69 865.705 72.9847 479.829 455.501 24.3282 24.7858 0.45766 0.23434 938.689 865.705 72.9847 28.4601
0.693 0.211313 0.481687 0.211313 0.0658874 1808.9 1929.43 356.272 235.749 374.539 486.992 116.754 0.875661 1.53184 -0.00859378 940.741 867.615 73.1258 481.436 457.061 24.3752 24.8335 0.458303 0.234697 940.74 867.615 73.1258 28.4761
0.694 0.211617 0.482383 0.211617 0.0659829 1811.11 1931.69 356.442 235.861 374.656 487.178 116.61 0.875815 1.53406 -0.00858226 942.794 869.527 73.267 483.046 458.624 24.4223 24.8812 0.458946 0.235054 942.794 869.527 73.267 28.492
0.695 0.211921 0.483078 0.211922 0.0660784 1813.31 1933.95 356.612 235.974 374.774 487.364 116.465 0.875969 1.53627 -0.00857077 944.85 871.442 73.4082 484.658 460.188 24.4693 24.9289 0.45959 0.23541 944.849 871.441 73.4082 28.5079
0.696 0.212226 0.483774 0.212226 0.066174 1815.51 1936.21 356.781 236.086 374.891 487.55 116.322 0.876122 1.53849 -0.00855931 946.908 873.358 73.5496 486.272 461.755 24.5164 24.9767 0.460233 0.235767 946.907 873.358 73.5496 28.5238
0.697 0.21253 0.484469 0.21253 0.0662695 1817.71 1938.47 356.951 236.197 375.009 487.736 116.178 0.876274 1.5407 -0.00854788 948.968 875.277 73.6909 487.888 463.325 24.5636 25.0245 0.460876 0.236124 948.968 875.277 73.6909 28.5397
0.698 0.212835 0.485165 0.212835 0.0663651 1819.92 1940.73 357.12 236.309 375.127 487.922 116.036 0.876426 1.54292 -0.00853647 951.031 877.198 73.8324 489.507 464.896 24.6107 25.0722 0.46152 0.23648 951.03 877.198 73.8324 28.5555
0.699 0.213139 0.485861 0.213139 0.0664607 1822.12 1942.99 357.289 236.421 375.244 488.107 115.893 0.876578 1.54513 -0.0085251 953.096 879.122 73.9739 491.128 466.47 24.6579 25.1201 0.462163 0.236837 953.095 879.121 73.9739 28.5714
0.7 0.213444 0.486556 0.213444 0.0665562 1824.32 1945.25 357.458 236.533 375.362 488.293 115.751 0.876729 1.54735 -0.00851376 955.163 881.048 74.1155 492.751 468.046 24.7051 25.1679 0.462807 0.237193 955.163 881.047 74.1155 28.5872
0.701 0.213748 0.487252 0.213748 0.0666518 1826.53 1947.51 357.627 236.644 375.48 488.479 115.61 0.87688 1.54956 -0.00850244 957.233 882.975 74.2572 494.377 469.624 24.7523 25.2158 0.46345 0.23755 957.232 882.975 74.2572 28.603
0.702 0.214053 0.487947 0.214053 0.0667474 1828.73 1949.77 357.795 236.756 375.598 488.664 115.469 0.87703 1.55178 -0.00849116 959.305 884.906 74.3989 496.004 471.205 24.7995 25.2636 0.464094 0.237906 959.304 884.905 74.3989 28.6187
0.703 0.214357 0.488643 0.214357 0.066843 1830.93 1952.03 357.964 236.867 375.716 488.85 115.328 0.87718 1.55399 -0.00847991 961.379 886.838 74.5407 497.634 472.788 24.8468 25.3115 0.464737 0.238263 961.379 886.838 74.5407 28.6345
0.704 0.214661 0.489338 0.214661 0.0669386 1833.14 1954.29 358.132 236.979 375.834 489.036 115.188 0.877329 1.55621 -0.00846868 963.455 888.773 74.6825 499.267 474.373 24.8941 25.3595 0.465381 0.238619 963.455 888.773 74.6825 28.6502
0.705 0.214966 0.490034 0.214966 0.0670342 1835.34 1956.55 358.3 237.09 375.953 489.221 115.048 0.877478 1.55842 -0.00845748 965.534 890.71 74.8244 500.901 475.96 24.9414 25.4074 0.466024 0.238976 965.534 890.71 74.8244 28.6659
0.706 0.21527 0.49073 0.21527 0.0671298 1837.54 1958.81 358.468 237.201 376.071 489.407 114.909 0.877626 1.56063 -0.00844632 967.615 892.649 74.9664 502.538 477.549 24.9887 25.4554 0.466668 0.239332 967.615 892.649 74.9664 28.6816
0.707 0.215574 0.491425 0.215575 0.0672255 1839.74 1961.07 358.636 237.312 376.189 489.592 114.77 0.877774 1.56285 -0.00843518 969.699 894.591 75.1084 504.177 479.141 25.0361 25.5034 0.467312 0.239688 969.699 894.59 75.1084 28.6972
0.708 0.215879 0.492121 0.215879 0.0673211 1841.95 1963.33 358.803 237.423 376.308 489.778 114.632 0.877922 1.56506 -0.00842407 971.785 896.534 75.2505 505.818 480.735 25.0834 25.5514 0.467955 0.240045 971.785 896.534 75.2505 28.7128
0.709 0.216183 0.492817 0.216183 0.0674168 1844.15 1965.59 358.971 237.534 376.426 489.963 114.494 0.878068 1.56728 -0.00841298 973.873 898.48 75.3927 507.462 482.331 25.1308 25.5994 0.468599 0.240401 973.873 898.48 75.3927 28.7285
0.71 0.216488 0.493512 0.216488 0.0675124 1846.35 1967.85 359.138 237.644 376.545 490.149 114.356 0.878215 1.56949 -0.00840193 975.964 900.429 75.535 509.108 483.93 25.1782 25.6475 0.469243 0.240757 975.963 900.428 75.535 28.7441
0.711 0.216792 0.494208 0.216792 0.0676081 1848.56 1970.11 359.305 237.755 376.663 490.334 114.219 0.878361 1.57171 -0.00839091 978.056 902.379 75.6773 510.756 485.53 25.2257 25.6956 0.469887 0.241113 978.056 902.379 75.6773 28.7596
0.712 0.217096 0.494904 0.217096 0.0677037 1850.76 1972.37 359.472 237.866 376.782 490.52 114.082 0.878507 1.57392 -0.00837991 980.151 904.332 75.8196 512.407 487.133 25.2731 25.7437 0.470531 0.241469 980.151 904.332 75.8196 28.7752
0.713 0.217401 0.495599 0.217401 0.0677994 1852.97 1974.63 359.639 237.976 376.901 490.705 113.946 0.878652 1.57614 -0.00836894 982.249 906.287 75.9621 514.059 488.739 25.3206 25.7918 0.471175 0.241825 982.249 906.287 75.9621 28.7907
0.714 0.217705 0.496295 0.217705 0.0678951 1855.17 1976.89 359.806 238.087 377.02 490.89 113.81 0.878796 1.57835 -0.008358 984.349 908.244 76.1046 515.714 490.346 25.3681 25.8399 0.471818 0.242182 984.348 908.244 76.1046 28.8062
0.715 0.218009 0.496991 0.218009 0.0679908 1857.37 1979.15 359.972 238.197 377.138 491.076 113.675 0.878941 1.58057 -0.00834709 986.451 910.204 76.2471 517.371 491.956 25.4156 25.8881 0.472462 0.242538 986.451 910.203 76.2471 28.8217
0.716 0.218313 0.497686 0.218314 0.0680865 1859.58 1981.41 360.138 238.307 377.257 491.261 113.54 0.879084 1.58278 -0.0083362 988.555 912.165 76.3898 519.031 493.568 25.4632 25.9363 0.473106 0.242894 988.555 912.165 76.3898 28.8372
0.717 0.218618 0.498382 0.218618 0.0681822 1861.78 1983.67 360.305 238.417 377.376 491.446 113.405 0.879228 1.585 -0.00832535 990.662 914.129 76.5325 520.693 495.182 25.5107 25.9845 0.47375 0.24325 990.662 914.129 76.5325 28.8526
0.718 0.218922 0.499078 0.218922 0.0682779 1863.98 1985.93 360.471 238.527 377.495 491.631 113.271 0.879371 1.58721 -0.00831452 992.771 916.096 76.6752 522.356 496.798 25.5583 26.0327 0.474394 0.243606 992.771 916.095 76.6752 28.8681
0.719 0.219226 0.499774 0.219226 0.0683736 1866.19 1988.19 360.636 238.637 377.614 491.816 113.137 0.879513 1.58943 -0.00830372 994.882 918.064 76.818 524.023 498.417 25.6059 26.081 0.475039 0.243961 994.882 918.064 76.818 28.8835
0.72 0.219531 0.500469 0.219531 0.0684693 1868.39 1990.45 360.802 238.747 377.734 492.002 113.004 0.879655 1.59164 -0.00829294 996.996 920.035 76.9609 525.691 500.038 25.6536 26.1292 0.475683 0.244317 996.996 920.035 76.9609 28.8989
0.721 0.219835 0.501165 0.219835 0.0685651 1870.59 1992.71 360.968 238.857 377.853 492.187 112.871 0.879797 1.59386 -0.00828219 999.112 922.008 77.1039 527.362 501.661 25.7012 26.1775 0.476327 0.244673 999.112 922.008 77.1039 28.9142
0.722 0.220139 0.501861 0.220139 0.0686608 1872.8 1994.96 361.133 238.967 377.972 492.372 112.738 0.879938 1.59607 -0.00827147 1001.23 923.983 77.2469 529.035 503.286 25.7489 26.2259 0.476971 0.245029 1001.23 923.983 77.2469 28.9296
0.723 0.220443 0.502556 0.220443 0.0687566 1875 1997.22 361.298 239.076 378.091 492.557 112.606 0.880079 1.59828 -0.00826078 1003.35 925.961 77.39 530.71 504.914 25.7966 26.2742 0.477615 0.245385 1003.35 925.961 77.39 28.9449
0.724 0.220748 0.503252 0.220748 0.0688523 1877.21 1999.48 361.464 239.186 378.211 492.742 112.474 0.880219 1.6005 -0.00825012 1005.47 927.941 77.5331 532.388 506.543 25.8443 26.3226 0.478259 0.245741 1005.47 927.941 77.5331 28.9602
0.725 0.221052 0.503948 0.221052 0.0689481 1879.41 2001.74 361.628 239.295 378.33 492.927 112.343 0.880359 1.60271 -0.00823948 1007.6 929.923 77.6763 534.068 508.176 25.892 26.3709 0.478904 0.246096 1007.6 929.923 77.6763 28.9755
0.726 0.221356 0.504644 0.221356 0.0690438 1881.61 2004 361.793 239.404 378.449 493.111 112.212 0.880499 1.60493 -0.00822887 1009.73 931.907 77.8196 535.75 509.81 25.9398 26.4193 0.479548 0.246452 1009.73 931.907 77.8196 28.9908
0.727 0.22166 0.50534 0.22166 0.0691396 1883.82 2006.26 361.958 239.514 378.569 493.296 112.081 0.880638 1.60714 -0.00821828 1011.86 933.894 77.963 537.434 511.446 25.9876 26.4678 0.480192 0.246808 1011.86 933.894 77.963 29.006
0.728 0.221965 0.506035 0.221965 0.0692354 1886.02 2008.52 362.122 239.623 378.688 493.481 111.951 0.880776 1.60936 -0.00820772 1013.99 935.883 78.1064 539.12 513.085 26.0354 26.5162 0.480837 0.247163 1013.99 935.882 78.1064 29.0212
0.729 0.222269 0.506731 0.222269 0.0693312 1888.23 2010.78 362.287 239.732 378.808 493.666 111.821 0.880915 1.61157 -0.00819719 1016.12 937.874 78.2498 540.809 514.726 26.0832 26.5647 0.481481 0.247519 1016.12 937.873 78.2498 29.0364
0.73 0.222573 0.507427 0.222573 0.069427 1890.43 2013.04 362.451 239.841 378.928 493.851 111.692 0.881053 1.61379 -0.00818668 1018.26 939.867 78.3934 542.5 516.369 26.131 26.6132 0.482125 0.247875 1018.26 939.867 78.3934 29.0516
0.731 0.222877 0.508123 0.222877 0.0695228 1892.63 2015.3 362.615 239.95 379.047 494.035 111.563 0.88119 1.616 -0.0081762 1020.4 941.863 78.537 544.194 518.015 26.1789 26.6617 0.48277 0.24823 1020.4 941.862 78.537 29.0668
0.732 0.223181 0.508818 0.223181 0.0696186 1894.84 2017.56 362.779 240.058 379.167 494.22 111.434 0.881327 1.61822 -0.00816575 1022.54 943.86 78.6806 545.889 519.662 26.2268 26.7102 0.483414 0.248586 1022.54 943.86 78.6806 29.082
0.733 0.223486 0.509514 0.223486 0.0697144 1897.04 2019.82 362.943 240.167 379.287 494.404 111.306 0.881464 1.62043 -0.00815532 1024.68 945.861 78.8243 547.587 521.312 26.2747 26.7588 0.484059 0.248941 1024.68 945.86 78.8243 29.0971
0.734 0.22379 0.51021 0.22379 0.0698102 1899.25 2022.08 363.106 240.276 379.407 494.589 111.178 0.8816 1.62265 -0.00814492 1026.83 947.863 78.9681 549.287 522.964 26.3226 26.8073 0.484703 0.249297 1026.83 947.863 78.9681 29.1122
0.735 0.224094 0.510906 0.224094 0.069906 1901.45 2024.34 363.27 240.384 379.526 494.773 111.05 0.881736 1.62486 -0.00813455 1028.98 949.868 79.112 550.989 524.619 26.3706 26.8559 0.485348 0.249652 1028.98 949.867 79.112 29.1273
0.736 0.224398 0.511602 0.224398 0.0700019 1903.66 2026.6 363.433 240.493 379.646 494.958 110.923 0.881871 1.62707 -0.0081242 1031.13 951.874 79.2559 552.694 526.275 26.4186 26.9045 0.485993 0.250007 1031.13 951.874 79.2559 29.1424
0.737 0.224702 0.512298 0.224702 0.0700977 1905.86 2028.85 363.596 240.601 379.766 495.142 110.796 0.882006 1.62929 -0.00811388 1033.28 953.883 79.3999 554.401 527.934 26.4665 26.9532 0.486637 0.250363 1033.28 953.883 79.3999 29.1574
0.738 0.225006 0.512993 0.225006 0.0701935 1908.06 2031.11 363.759 240.709 379.886 495.327 110.67 0.882141 1.6315 -0.00810358 1035.44 955.895 79.5439 556.11 529.595 26.5146 27.0018 0.487282 0.250718 1035.44 955.895 79.5439 29.1725
0.739 0.225311 0.513689 0.225311 0.0702894 1910.27 2033.37 363.922 240.818 380.006 495.511 110.544 0.882275 1.63372 -0.00809331 1037.6 957.908 79.688 557.821 531.258 26.5626 27.0505 0.487926 0.251074 1037.6 957.908 79.688 29.1875
0.74 0.225615 0.514385 0.225615 0.0703852 1912.47 2035.63 364.085 240.926 380.126 495.695 110.418 0.882409 1.63593 -0.00808306 1039.76 959.924 79.8322 559.535 532.924 26.6107 27.0992 0.488571 0.251429 1039.76 959.924 79.8322 29.2025
0.741 0.225919 0.515081 0.225919 0.0704811 1914.68 2037.89 364.247 241.034 380.246 495.879 110.293 0.882542 1.63815 -0.00807284 1041.92 961.942 79.9764 561.25 534.592 26.6587 27.148 0.489216 0.251784 1041.92 961.942 79.9764 29.2175
0.742 0.226223 0.515777 0.226223 0.070577 1916.88 2040.15 364.41 241.142 380.366 496.064 110.168 0.882675 1.64036 -0.00806264 1044.08 963.963 80.1207 562.968 536.262 26.7068 27.1967 0.489861 0.252139 1044.08 963.963 80.1207 29.2324
0.743 0.226527 0.516473 0.226527 0.0706729 1919.09 2042.41 364.572 241.249 380.486 496.248 110.043 0.882808 1.64258 -0.00805247 1046.25 965.986 80.2651 564.689 537.934 26.755 27.2455 0.490505 0.252495 1046.25 965.985 80.2651 29.2474
0.744 0.226831 0.517169 0.226831 0.0707687 1921.29 2044.67 364.734 241.357 380.607 496.432 109.919 0.88294 1.64479 -0.00804232 1048.42 968.01 80.4095 566.411 539.608 26.8031 27.2942 0.49115 0.25285 1048.42 968.01 80.4095 29.2623
0.745 0.227135 0.517865 0.227135 0.0708646 1923.49 2046.93 364.896 241.465 380.727 496.616 109.795 0.883072 1.64701 -0.0080322 1050.59 970.038 80.554 568.136 541.285 26.8513 27.3431 0.491795 0.253205 1050.59 970.037 80.554 29.2772
0.746 0.227439 0.51856 0.227439 0.0709605 1925.7 2049.18 365.058 241.572 380.847 496.8 109.672 0.883203 1.64922 -0.00802211 1052.77 972.067 80.6986 569.863 542.964 26.8994 27.3919 0.49244 0.25356 1052.77 972.067 80.6986 29.2921
0.747 0.227744 0.519256 0.227744 0.0710564 1927.9 2051.44 365.22 241.68 380.967 496.984 109.549 0.883335 1.65144 -0.00801204 1054.94 974.099 80.8432 571.592 544.645 26.9476 27.4407 0.493085 0.253915 1054.94 974.098 80.8432 29.307
0.748 0.228048 0.519952 0.228048 0.0711523 1930.11 2053.7 365.381 241.787 381.088 497.167 109.426 0.883465 1.65365 -0.00800199 1057.12 976.132 80.9879 573.324 546.328 26.9959 27.4896 0.49373 0.25427 1057.12 976.132 80.9879 29.3218
0.749 0.228352 0.520648 0.228352 0.0712482 1932.31 2055.96 365.543 241.895 381.208 497.351 109.304 0.883596 1.65586 -0.00799197 1059.3 978.169 81.1326 575.058 548.014 27.0441 27.5385 0.494375 0.254625 1059.3 978.168 81.1326 29.3367
0.75 0.228656 0.521344 0.228656 0.0713442 1934.52 2058.22 365.704 242.002 381.328 497.535 109.182 0.883726 1.65808 -0.00798197 1061.48 980.207 81.2774 576.794 549.701 27.0924 27.5874 0.49502 0.25498 1061.48 980.207 81.2774 29.3515
0.751 0.22896 0.52204 0.22896 0.0714401 1936.72 2060.48 365.865 242.109 381.449 497.719 109.06 0.883855 1.66029 -0.007972 1063.67 982.248 81.4223 578.532 551.391 27.1407 27.6363 0.495665 0.255335 1063.67 982.248 81.4223 29.3663
0.752 0.229264 0.522736 0.229264 0.071536 1938.93 2062.74 366.026 242.216 381.569 497.902 108.939 0.883985 1.66251 -0.00796205 1065.86 984.291 81.5672 580.273 553.084 27.189 27.6853 0.49631 0.25569 1065.86 984.29 81.5672 29.3811
0.753 0.229568 0.523432 0.229568 0.0716319 1941.13 2064.99 366.187 242.323 381.689 498.086 108.818 0.884113 1.66472 -0.00795213 1068.05 986.336 81.7122 582.015 554.778 27.2373 27.7343 0.496955 0.256045 1068.05 986.336 81.7122 29.3958
0.754 0.229872 0.524128 0.229872 0.0717279 1943.34 2067.25 366.347 242.43 381.81 498.27 108.697 0.884242 1.66694 -0.00794223 1070.24 988.383 81.8573 583.76 556.475 27.2857 27.7833 0.4976 0.2564 1070.24 988.383 81.8573 29.4106
0.755 0.230176 0.524824 0.230176 0.0718238 1945.54 2069.51 366.508 242.537 381.93 498.453 108.577 0.88437 1.66915 -0.00793235 1072.44 990.433 82.0024 585.508 558.174 27.334 27.8323 0.498245 0.256755 1072.44 990.433 82.0024 29.4253
0.756 0.23048 0.52552 0.23048 0.0719198 1947.74 2071.77 366.668 242.644 382.051 498.636 108.457 0.884498 1.67137 -0.0079225 1074.63 992.485 82.1476 587.257 559.875 27.3824 27.8813 0.49889 0.25711 1074.63 992.485 82.1476 29.44
0.757 0.230784 0.526216 0.230784 0.0720158 1949.95 2074.03 366.829 242.75 382.172 498.82 108.337 0.884625 1.67358 -0.00791267 1076.83 994.539 82.2928 589.009 561.578 27.4309 27.9304 0.499535 0.257465 1076.83 994.539 82.2928 29.4547
0.758 0.231088 0.526912 0.231088 0.0721117 1952.15 2076.29 366.989 242.857 382.292 499.003 108.218 0.884752 1.6758 -0.00790287 1079.03 996.595 82.4381 590.763 563.283 27.4793 27.9795 0.50018 0.25782 1079.03 996.595 82.4381 29.4694
0.759 0.231392 0.527608 0.231392 0.0722077 1954.36 2078.54 367.149 242.963 382.413 499.186 108.099 0.884879 1.67801 -0.00789309 1081.24 998.654 82.5835 592.519 564.991 27.5277 28.0286 0.500826 0.258174 1081.24 998.654 82.5835 29.484
0.76 0.231696 0.528304 0.231696 0.0723037 1956.56 2080.8 367.309 243.07 382.533 499.37 107.98 0.885005 1.68022 -0.00788333 1083.44 1000.72 82.7289 594.277 566.701 27.5762 28.0777 0.501471 0.258529 1083.44 1000.71 82.7289 29.4987
0.761 0.232 0.529 0.232 0.0723996 1958.77 2083.06 367.468 243.176 382.654 499.553 107.862 0.885131 1.68244 -0.0078736 1085.65 1002.78 82.8744 596.038 568.413 27.6247 28.1268 0.502116 0.258884 1085.65 1002.78 82.8744 29.5133
0.762 0.232304 0.529696 0.232304 0.0724956 1960.97 2085.32 367.628 243.282 382.775 499.736 107.744 0.885257 1.68465 -0.00786389 1087.86 1004.84 83.02 597.801 570.128 27.6732 28.176 0.502761 0.259239 1087.86 1004.84 83.02 29.5279
0.763 0.232608 0.530392 0.232608 0.0725916 1963.18 2087.58 367.787 243.388 382.895 499.919 107.626 0.885382 1.68687 -0.0078542 1090.08 1006.91 83.1656 599.566 571.844 27.7218 28.2252 0.503407 0.259593 1090.08 1006.91 83.1656 29.5425
0.764 0.232912 0.531088 0.232912 0.0726876 1965.38 2089.83 367.946 243.494 383.016 500.102 107.509 0.885507 1.68908 -0.00784454 1092.29 1008.98 83.3113 601.334 573.563 27.7703 28.2744 0.504052 0.259948 1092.29 1008.98 83.3113 29.557
0.765 0.233216 0.531784 0.233216 0.0727836 1967.59 2092.09 368.106 243.6 383.137 500.285 107.392 0.885632 1.6913 -0.0078349 1094.51 1011.05 83.457 603.103 575.284 27.8189 28.3236 0.504697 0.260303 1094.51 1011.05 83.457 29.5716
0.766 0.23352 0.53248 0.23352 0.0728796 1969.79 2094.35 368.265 243.706 383.257 500.468 107.275 0.885756 1.69351 -0.00782528 1096.73 1013.13 83.6028 604.875 577.007 27.8675 28.3729 0.505343 0.260657 1096.73 1013.13 83.6028 29.5861
0.767 0.233824 0.533176 0.233824 0.0729756 1972 2096.61 368.423 243.812 383.378 500.651 107.159 0.88588 1.69573 -0.00781569 1098.95 1015.2 83.7487 606.649 578.733 27.9161 28.4221 0.505988 0.261012 1098.95 1015.2 83.7487 29.6006
0.768 0.234128 0.533872 0.234128 0.0730717 1974.2 2098.86 368.582 243.918 383.499 500.833 107.043 0.886003 1.69794 -0.00780612 1101.18 1017.28 83.8946 608.425 580.461 27.9648 28.4714 0.506634 0.261366 1101.18 1017.28 83.8946 29.6151
0.769 0.234432 0.534568 0.234432 0.0731677 1976.4 2101.12 368.741 244.023 383.62 501.016 106.927 0.886126 1.70015 -0.00779657 1103.41 1019.36 84.0406 610.204 582.191 28.0135 28.5207 0.507279 0.261721 1103.41 1019.36 84.0406 29.6296
0.77 0.234736 0.535264 0.234736 0.0732637 1978.61 2103.38 368.899 244.129 383.741 501.199 106.812 0.886249 1.70237 -0.00778705 1105.64 1021.45 84.1867 611.985 583.923 28.0621 28.5701 0.507925 0.262075 1105.63 1021.45 84.1867 29.6441
0.771 0.23504 0.53596 0.23504 0.0733598 1980.81 2105.64 369.057 244.235 383.861 501.381 106.697 0.886372 1.70458 -0.00777755 1107.87 1023.53 84.3328 613.768 585.657 28.1108 28.6194 0.50857 0.26243 1107.87 1023.53 84.3328 29.6585
0.772 0.235344 0.536656 0.235344 0.0734558 1983.02 2107.89 369.216 244.34 383.982 501.564 106.582 0.886494 1.7068 -0.00776807 1110.1 1025.62 84.479 615.553 587.394 28.1596 28.6688 0.509216 0.262784 1110.1 1025.62 84.479 29.673
0.773 0.235648 0.537352 0.235648 0.0735518 1985.22 2110.15 369.374 244.445 384.103 501.746 106.468 0.886616 1.70901 -0.00775861 1112.34 1027.71 84.6252 617.341 589.132 28.2083 28.7182 0.509861 0.263139 1112.34 1027.71 84.6252 29.6874
0.774 0.235952 0.538048 0.235952 0.0736479 1987.43 2112.41 369.532 244.55 384.224 501.929 106.354 0.886737 1.71123 -0.00774918 1114.58 1029.8 84.7715 619.13 590.873 28.2571 28.7676 0.510507 0.263493 1114.58 1029.8 84.7715 29.7018
0.775 0.236256 0.538744 0.236256 0.073744 1989.63 2114.67 369.689 244.656 384.345 502.111 106.24 0.886858 1.71344 -0.00773977 1116.82 1031.9 84.9179 620.922 592.617 28.3059 28.817 0.511152 0.263848 1116.82 1031.9 84.9179 29.7162
0.776 0.23656 0.53944 0.23656 0.07384 1991.84 2116.92 369.847 244.761 384.466 502.293 106.127 0.886979 1.71566 -0.00773038 1119.06 1034 85.0643 622.717 594.362 28.3547 28.8665 0.511798 0.264202 1119.06 1034 85.0643 29.7305
0.777 0.236864 0.540136 0.236864 0.0739361 1994.04 2119.18 370.004 244.866 384.587 502.475 106.014 0.8871 1.71787 -0.00772101 1121.31 1036.1 85.2108 624.513 596.11 28.4035 28.916 0.512444 0.264556 1121.31 1036.1 85.2108 29.7449
