dens densp densn dense densv mup mun mue muv nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.314 0.0942069 0.219793 0.0942069 0.0313931 1022.59 1109.65 273.551 186.492 380.974 451.899 267.302 0.715333 0.691893 -0.017182 328.008 302.98 25.0274 49.7736 41.4311 8.34243 8.56398 0.221558 0.0924424 328.008 302.98 25.0274 18.8749
0.315 0.0945257 0.220474 0.0945257 0.0314743 1024.17 1111.39 273.849 186.633 380.448 451.57 266.235 0.71647 0.694111 -0.0171383 329.212 304.074 25.1377 50.351 41.9718 8.37918 8.60133 0.222141 0.0928586 329.212 304.074 25.1377 18.9211
0.316 0.0948445 0.221156 0.0948445 0.0315555 1025.76 1113.13 274.145 186.775 379.93 451.248 265.176 0.717598 0.696329 -0.0170949 330.418 305.17 25.2481 50.9324 42.5165 8.41598 8.6387 0.222726 0.0932744 330.418 305.17 25.2481 18.967
0.317 0.0951632 0.221837 0.0951632 0.0316368 1027.35 1114.87 274.441 186.916 379.419 450.933 264.125 0.718716 0.698548 -0.0170516 331.625 306.267 25.3586 51.5178 43.065 8.45281 8.67612 0.22331 0.0936898 331.625 306.267 25.3586 19.0128
0.318 0.0954818 0.222518 0.0954818 0.0317182 1028.95 1116.63 274.736 187.057 378.916 450.624 263.083 0.719827 0.700766 -0.0170085 332.835 307.366 25.4692 52.1071 43.6175 8.48968 8.71358 0.223895 0.094105 332.835 307.366 25.4692 19.0583
0.319 0.0958004 0.2232 0.0958004 0.0317996 1030.56 1118.39 275.03 187.198 378.421 450.322 262.048 0.720928 0.702984 -0.0169657 334.046 308.467 25.5799 52.7004 44.1738 8.52659 8.75107 0.22448 0.0945198 334.046 308.467 25.5799 19.1036
0.32 0.0961189 0.223881 0.0961189 0.0318811 1032.17 1120.16 275.324 187.339 377.933 450.027 261.022 0.722021 0.705203 -0.016923 335.26 309.569 25.6907 53.2976 44.734 8.56353 8.7886 0.225066 0.0949343 335.26 309.569 25.6907 19.1487
0.321 0.0964373 0.224563 0.0964373 0.0319627 1033.8 1121.93 275.617 187.48 377.452 449.738 260.004 0.723106 0.707421 -0.0168805 336.475 310.673 25.8017 53.8986 45.2981 8.60051 8.82617 0.225651 0.0953485 336.475 310.673 25.8017 19.1936
0.322 0.0967556 0.225244 0.0967556 0.0320444 1035.42 1123.71 275.909 187.622 376.979 449.455 258.993 0.724182 0.709639 -0.0168382 337.692 311.779 25.9127 54.5036 45.8661 8.63753 8.86377 0.226238 0.0957624 337.692 311.779 25.9127 19.2383
0.323 0.0970739 0.225926 0.0970739 0.0321261 1037.06 1125.5 276.201 187.763 376.513 449.179 257.991 0.725249 0.711857 -0.0167961 338.911 312.887 26.0239 55.1125 46.4379 8.67459 8.90141 0.226824 0.0961759 338.911 312.887 26.0239 19.2828
0.324 0.097392 0.226608 0.097392 0.032208 1038.7 1127.29 276.491 187.904 376.054 448.909 256.996 0.726309 0.714075 -0.0167542 340.132 313.997 26.1352 55.7252 47.0135 8.71168 8.93909 0.227411 0.0965891 340.132 313.997 26.1352 19.327
0.325 0.0977101 0.22729 0.0977101 0.0322899 1040.35 1129.09 276.782 188.045 375.602 448.646 256.009 0.72736 0.716294 -0.0167124 341.355 315.108 26.2465 56.3418 47.593 8.7488 8.9768 0.227998 0.097002 341.355 315.108 26.2465 19.3711
0.326 0.0980281 0.227972 0.0980281 0.0323719 1042.01 1130.9 277.071 188.186 375.157 448.388 255.03 0.728402 0.718512 -0.0166709 342.579 316.221 26.358 56.9622 48.1763 8.78597 9.01455 0.228586 0.0974145 342.579 316.221 26.358 19.4149
0.327 0.0983461 0.228654 0.0983461 0.0324539 1043.68 1132.71 277.36 188.327 374.718 448.137 254.058 0.729437 0.72073 -0.0166295 343.806 317.336 26.4696 57.5865 48.7634 8.82317 9.05234 0.229173 0.0978267 343.806 317.336 26.4696 19.4585
0.328 0.0986639 0.229336 0.0986639 0.0325361 1045.35 1134.53 277.649 188.468 374.287 447.891 253.094 0.730464 0.722948 -0.0165884 345.034 318.453 26.5813 58.2146 49.3542 8.8604 9.09016 0.229761 0.0982385 345.034 318.453 26.5813 19.502
0.329 0.0989817 0.230018 0.0989817 0.0326183 1047.02 1136.35 277.936 188.609 373.862 447.652 252.138 0.731483 0.725166 -0.0165474 346.265 319.571 26.6931 58.8466 49.9489 8.89767 9.12802 0.23035 0.09865 346.265 319.571 26.6931 19.5452
0.33 0.0992994 0.230701 0.0992994 0.0327006 1048.71 1138.18 278.223 188.75 373.444 447.418 251.189 0.732493 0.727384 -0.0165066 347.497 320.692 26.8051 59.4823 50.5473 8.93498 9.16592 0.230939 0.0990612 347.497 320.692 26.8051 19.5882
0.331 0.099617 0.231383 0.099617 0.032783 1050.4 1140.02 278.509 188.891 373.033 447.19 250.247 0.733496 0.729603 -0.016466 348.731 321.814 26.9171 60.1218 51.1495 8.97232 9.20385 0.231528 0.099472 348.731 321.814 26.9171 19.631
0.332 0.0999346 0.232065 0.0999346 0.0328654 1052.1 1141.86 278.795 189.031 372.628 446.968 249.313 0.734491 0.731821 -0.0164255 349.967 322.938 27.0292 60.7651 51.7554 9.0097 9.24181 0.232118 0.0998824 349.967 322.938 27.0292 19.6737
0.333 0.100252 0.232748 0.100252 0.032948 1053.8 1143.71 279.08 189.172 372.229 446.751 248.386 0.735479 0.734039 -0.0163853 351.205 324.064 27.1415 61.4122 52.3651 9.04711 9.27982 0.232707 0.100293 351.205 324.064 27.1415 19.7161
0.334 0.100569 0.233431 0.100569 0.0330306 1055.51 1145.56 279.364 189.313 371.837 446.54 247.466 0.736458 0.736257 -0.0163452 352.445 325.192 27.2538 62.063 52.9784 9.08456 9.31785 0.233298 0.100702 352.445 325.192 27.2538 19.7583
0.335 0.100887 0.234113 0.100887 0.0331133 1057.22 1147.42 279.648 189.454 371.451 446.335 246.553 0.73743 0.738475 -0.0163053 353.687 326.321 27.3663 62.7175 53.5955 9.12204 9.35593 0.233888 0.101112 353.687 326.321 27.3663 19.8003
0.336 0.101204 0.234796 0.101204 0.0331961 1058.95 1149.28 279.931 189.595 371.072 446.135 245.647 0.738395 0.740693 -0.0162656 354.931 327.453 27.4788 63.3758 54.2163 9.15956 9.39403 0.234479 0.101521 354.931 327.453 27.4788 19.8421
0.337 0.101521 0.235479 0.101521 0.0332789 1060.67 1151.15 280.214 189.736 370.698 445.94 244.748 0.739352 0.742911 -0.0162261 356.177 328.586 27.5915 64.0379 54.8407 9.19711 9.43218 0.23507 0.10193 356.177 328.586 27.5915 19.8838
0.338 0.101838 0.236162 0.101838 0.0333619 1062.41 1153.03 280.496 189.877 370.331 445.75 243.857 0.740302 0.745129 -0.0161867 357.425 329.721 27.7042 64.7036 55.4689 9.23469 9.47036 0.235662 0.102338 357.425 329.721 27.7042 19.9252
0.339 0.102155 0.236845 0.102155 0.0334449 1064.15 1154.91 280.777 190.018 369.969 445.566 242.972 0.741244 0.747347 -0.0161475 358.675 330.858 27.8171 65.373 56.1007 9.27231 9.50857 0.236254 0.102746 358.675 330.858 27.8171 19.9664
0.34 0.102472 0.237528 0.102472 0.0335281 1065.89 1156.79 281.058 190.159 369.614 445.387 242.094 0.742179 0.749565 -0.0161085 359.927 331.997 27.93 66.0461 56.7361 9.30997 9.54682 0.236846 0.103154 359.927 331.997 27.93 20.0075
0.341 0.102789 0.238211 0.102789 0.0336113 1067.64 1158.68 281.338 190.3 369.264 445.213 241.222 0.743107 0.751783 -0.0160697 361.181 333.138 28.0431 66.7229 57.3752 9.34766 9.5851 0.237439 0.103561 361.181 333.138 28.0431 20.0483
0.342 0.103105 0.238895 0.103105 0.0336945 1069.4 1160.58 281.617 190.441 368.92 445.043 240.358 0.744028 0.754001 -0.016031 362.437 334.28 28.1563 67.4033 58.0179 9.38538 9.62341 0.238032 0.103968 362.437 334.28 28.1563 20.089
0.343 0.103422 0.239578 0.103422 0.0337779 1071.16 1162.48 281.896 190.582 368.582 444.879 239.5 0.744941 0.756219 -0.0159926 363.695 335.425 28.2696 68.0873 58.6642 9.42314 9.66176 0.238625 0.104375 363.695 335.425 28.2696 20.1295
0.344 0.103739 0.240261 0.103739 0.0338614 1072.93 1164.38 282.174 190.723 368.25 444.72 238.649 0.745848 0.758437 -0.0159542 364.954 336.572 28.3829 68.7751 59.3141 9.46093 9.70015 0.239219 0.104781 364.954 336.572 28.3829 20.1697
0.345 0.104055 0.240945 0.104055 0.0339449 1074.71 1166.29 282.451 190.863 367.923 444.566 237.804 0.746748 0.760655 -0.0159161 366.216 337.72 28.4964 69.4664 59.9676 9.49876 9.73857 0.239813 0.105187 366.216 337.72 28.4964 20.2098
0.346 0.104371 0.241629 0.104371 0.0340285 1076.48 1168.21 282.728 191.004 367.601 444.416 236.965 0.747641 0.762873 -0.0158781 367.48 338.87 28.61 70.1613 60.6247 9.53661 9.77702 0.240408 0.105592 367.48 338.87 28.61 20.2498
0.347 0.104688 0.242312 0.104688 0.0341122 1078.27 1170.13 283.005 191.145 367.285 444.271 236.134 0.748527 0.765091 -0.0158403 368.746 340.022 28.7237 70.8599 61.2853 9.57451 9.81551 0.241002 0.105998 368.746 340.022 28.7237 20.2895
0.348 0.105004 0.242996 0.105004 0.034196 1080.06 1172.05 283.281 191.286 366.975 444.131 235.308 0.749406 0.767309 -0.0158027 370.014 341.176 28.8374 71.562 61.9495 9.61243 9.85403 0.241598 0.106402 370.014 341.176 28.8374 20.329
0.349 0.10532 0.24368 0.10532 0.0342799 1081.85 1173.98 283.556 191.427 366.67 443.995 234.489 0.750278 0.769526 -0.0157652 371.284 342.332 28.9513 72.2677 62.6173 9.65039 9.89259 0.242193 0.106807 371.284 342.332 28.9513 20.3684
0.35 0.105636 0.244364 0.105636 0.0343638 1083.65 1175.92 283.83 191.568 366.37 443.864 233.676 0.751144 0.771744 -0.015728 372.556 343.49 29.0653 72.9769 63.2885 9.68839 9.93117 0.242789 0.107211 372.556 343.49 29.0653 20.4076
0.351 0.105952 0.245048 0.105952 0.0344478 1085.46 1177.85 284.104 191.709 366.075 443.737 232.869 0.752003 0.773962 -0.0156908 373.83 344.65 29.1794 73.6897 63.9633 9.72641 9.9698 0.243385 0.107615 373.83 344.65 29.1794 20.4466
0.352 0.106268 0.245732 0.106268 0.034532 1087.27 1179.8 284.378 191.85 365.785 443.614 232.068 0.752856 0.77618 -0.0156539 375.106 345.812 29.2936 74.4061 64.6416 9.76447 10.0085 0.243981 0.108019 375.106 345.812 29.2936 20.4854
0.353 0.106584 0.246416 0.106584 0.0346162 1089.08 1181.74 284.651 191.991 365.501 443.496 231.273 0.753703 0.778398 -0.0156171 376.384 346.976 29.4078 75.126 65.3234 9.80256 10.0471 0.244578 0.108422 376.384 346.976 29.4078 20.524
0.354 0.1069 0.2471 0.1069 0.0347004 1090.9 1183.7 284.923 192.132 365.221 443.382 230.485 0.754542 0.780616 -0.0155804 377.664 348.142 29.5222 75.8493 66.0087 9.84069 10.0859 0.245175 0.108825 377.664 348.142 29.5222 20.5625
0.355 0.107215 0.247785 0.107215 0.0347848 1092.73 1185.65 285.195 192.272 364.946 443.273 229.702 0.755376 0.782833 -0.015544 378.946 349.309 29.6367 76.5762 66.6974 9.87885 10.1246 0.245773 0.109227 378.946 349.309 29.6367 20.6008
0.356 0.107531 0.248469 0.107531 0.0348692 1094.56 1187.61 285.466 192.413 364.677 443.167 228.925 0.756203 0.785051 -0.0155076 380.23 350.479 29.7513 77.3066 67.3896 9.91704 10.1634 0.246371 0.109629 380.23 350.479 29.7513 20.6389
0.357 0.107846 0.249154 0.107846 0.0349538 1096.39 1189.58 285.736 192.554 364.412 443.066 228.154 0.757024 0.787269 -0.0154715 381.516 351.65 29.8659 78.0405 68.0852 9.95526 10.2022 0.246969 0.110031 381.516 351.65 29.8659 20.6769
0.358 0.108162 0.249838 0.108162 0.0350384 1098.23 1191.54 286.006 192.695 364.151 442.969 227.389 0.757839 0.789487 -0.0154355 382.805 352.824 29.9807 78.7778 68.7843 9.99352 10.2411 0.247567 0.110433 382.805 352.824 29.9807 20.7146
0.359 0.108477 0.250523 0.108477 0.035123 1100.08 1193.52 286.276 192.836 363.896 442.876 226.629 0.758648 0.791705 -0.0153997 384.095 354 30.0956 79.5186 69.4868 10.0318 10.28 0.248166 0.110834 384.095 354 30.0956 20.7522
0.36 0.108792 0.251208 0.108792 0.0352078 1101.92 1195.49 286.545 192.977 363.645 442.786 225.876 0.759451 0.793922 -0.015364 385.388 355.177 30.2105 80.2628 70.1927 10.0701 10.3189 0.248766 0.111234 385.388 355.177 30.2105 20.7897
0.361 0.109107 0.251893 0.109107 0.0352927 1103.78 1197.47 286.813 193.117 363.399 442.701 225.127 0.760248 0.79614 -0.0153285 386.682 356.356 30.3256 81.0105 70.902 10.1085 10.3578 0.249365 0.111635 386.682 356.356 30.3256 20.827
0.362 0.109422 0.252578 0.109422 0.0353776 1105.63 1199.46 287.081 193.258 363.157 442.62 224.385 0.761039 0.798358 -0.0152931 387.979 357.538 30.4407 81.7616 71.6147 10.1469 10.3968 0.249965 0.112035 387.979 357.538 30.4407 20.8641
0.363 0.109737 0.253263 0.109737 0.0354626 1107.5 1201.45 287.348 193.399 362.92 442.542 223.648 0.761824 0.800575 -0.0152579 389.277 358.721 30.556 82.5161 72.3308 10.1853 10.4358 0.250565 0.112435 389.277 358.721 30.556 20.901
0.364 0.110052 0.253948 0.110052 0.0355477 1109.36 1203.44 287.615 193.54 362.687 442.468 222.916 0.762603 0.802793 -0.0152228 390.578 359.907 30.6713 83.274 73.0503 10.2237 10.4749 0.251166 0.112834 390.578 359.907 30.6713 20.9378
0.365 0.110367 0.254633 0.110367 0.0356328 1111.23 1205.43 287.881 193.681 362.459 442.397 222.19 0.763376 0.805011 -0.0151879 391.881 361.094 30.7868 84.0353 73.7731 10.2622 10.514 0.251767 0.113233 391.881 361.094 30.7868 20.9744
0.366 0.110682 0.255318 0.110682 0.0357181 1113.11 1207.43 288.147 193.821 362.234 442.331 221.469 0.764144 0.807228 -0.0151532 393.186 362.283 30.9023 84.8 74.4992 10.3007 10.5531 0.252368 0.113632 393.186 362.283 30.9023 21.0108
0.367 0.110997 0.256003 0.110997 0.0358034 1114.99 1209.44 288.412 193.962 362.015 442.268 220.753 0.764906 0.809446 -0.0151186 394.493 363.475 31.018 85.568 75.2287 10.3393 10.5922 0.252969 0.114031 394.493 363.475 31.018 21.0471
0.368 0.111311 0.256689 0.111311 0.0358888 1116.87 1211.44 288.676 194.103 361.799 442.208 220.043 0.765662 0.811664 -0.0150841 395.802 364.668 31.1337 86.3394 75.9616 10.3779 10.6314 0.253571 0.114429 395.802 364.668 31.1337 21.0833
0.369 0.111626 0.257374 0.111626 0.0359743 1118.76 1213.45 288.94 194.244 361.587 442.152 219.338 0.766413 0.813881 -0.0150498 397.113 365.864 31.2495 87.1142 76.6977 10.4165 10.6706 0.254173 0.114827 397.113 365.864 31.2495 21.1192
0.37 0.11194 0.25806 0.11194 0.0360598 1120.65 1215.47 289.204 194.384 361.38 442.099 218.638 0.767159 0.816099 -0.0150157 398.426 367.061 31.3655 87.8922 77.4371 10.4551 10.7099 0.254776 0.115224 398.426 367.061 31.3655 21.155
0.371 0.112255 0.258745 0.112255 0.0361455 1122.54 1217.48 289.467 194.525 361.177 442.05 217.943 0.767899 0.818316 -0.0149817 399.742 368.26 31.4815 88.6737 78.1799 10.4938 10.7492 0.255378 0.115622 399.742 368.26 31.4815 21.1907
0.372 0.112569 0.259431 0.112569 0.0362312 1124.44 1219.5 289.729 194.666 360.977 442.004 217.253 0.768633 0.820534 -0.0149478 401.059 369.462 31.5976 89.4584 78.9259 10.5325 10.7885 0.255982 0.116018 401.059 369.462 31.5976 21.2262
0.373 0.112883 0.260117 0.112883 0.036317 1126.34 1221.53 289.991 194.807 360.782 441.962 216.569 0.769362 0.822751 -0.0149141 402.379 370.665 31.7138 90.2464 79.6752 10.5712 10.8278 0.256585 0.116415 402.379 370.665 31.7138 21.2616
0.374 0.113197 0.260803 0.113197 0.0364028 1128.25 1223.55 290.252 194.947 360.59 441.923 215.889 0.770086 0.824969 -0.0148806 403.701 371.871 31.8301 91.0377 80.4277 10.61 10.8672 0.257189 0.116811 403.701 371.871 31.8301 21.2968
0.375 0.113511 0.261489 0.113511 0.0364888 1130.16 1225.59 290.513 195.088 360.402 441.886 215.214 0.770805 0.827186 -0.0148471 405.025 373.078 31.9465 91.8323 81.1835 10.6488 10.9066 0.257793 0.117207 405.025 373.078 31.9465 21.3318
0.376 0.113825 0.262175 0.113825 0.0365748 1132.07 1227.62 290.774 195.228 360.218 441.854 214.544 0.771519 0.829404 -0.0148139 406.351 374.288 32.063 92.6302 81.9426 10.6876 10.946 0.258397 0.117603 406.351 374.288 32.063 21.3667
0.377 0.114139 0.262861 0.114139 0.0366609 1133.99 1229.66 291.034 195.369 360.038 441.824 213.879 0.772227 0.831621 -0.0147807 407.679 375.499 32.1796 93.4314 82.7049 10.7265 10.9855 0.259002 0.117998 407.679 375.499 32.1796 21.4014
0.378 0.114453 0.263547 0.114453 0.0367471 1135.91 1231.7 291.293 195.51 359.862 441.797 213.218 0.772931 0.833839 -0.0147477 409.009 376.713 32.2962 94.2357 83.4704 10.7654 11.025 0.259607 0.118393 409.009 376.713 32.2962 21.436
0.379 0.114767 0.264233 0.114767 0.0368333 1137.84 1233.74 291.552 195.65 359.689 441.773 212.563 0.773629 0.836056 -0.0147149 410.342 377.929 32.413 95.0434 84.2391 10.8043 11.0645 0.260212 0.118788 410.342 377.929 32.413 21.4705
0.38 0.11508 0.26492 0.11508 0.0369196 1139.77 1235.79 291.81 195.791 359.52 441.753 211.912 0.774322 0.838274 -0.0146822 411.676 379.146 32.5299 95.8543 85.011 10.8432 11.1041 0.260818 0.119182 411.676 379.146 32.5299 21.5048
0.381 0.115394 0.265606 0.115394 0.037006 1141.7 1237.83 292.068 195.931 359.354 441.735 211.265 0.775011 0.840491 -0.0146496 413.013 380.366 32.6468 96.6684 85.7861 10.8822 11.1437 0.261424 0.119576 413.013 380.366 32.6468 21.539
0.382 0.115708 0.266292 0.115708 0.0370925 1143.63 1239.89 292.325 196.072 359.192 441.72 210.623 0.775694 0.842709 -0.0146172 414.352 381.588 32.7639 97.4857 86.5644 10.9212 11.1833 0.26203 0.11997 414.352 381.588 32.7639 21.573
0.383 0.116021 0.266979 0.116021 0.037179 1145.57 1241.94 292.582 196.212 359.033 441.708 209.986 0.776373 0.844926 -0.0145849 415.693 382.812 32.881 98.3062 87.3459 10.9603 11.2229 0.262636 0.120364 415.693 382.812 32.881 21.6069
0.384 0.116334 0.267666 0.116334 0.0372656 1147.51 1244 292.839 196.352 358.878 441.699 209.353 0.777046 0.847144 -0.0145527 417.036 384.037 32.9983 99.1299 88.1305 10.9994 11.2626 0.263243 0.120757 417.036 384.037 32.9983 21.6406
0.385 0.116648 0.268352 0.116648 0.0373523 1149.46 1246.06 293.094 196.493 358.726 441.693 208.725 0.777716 0.849361 -0.0145207 418.381 385.265 33.1156 99.9568 88.9183 11.0385 11.3023 0.26385 0.12115 418.381 385.265 33.1156 21.6742
0.386 0.116961 0.269039 0.116961 0.037439 1151.41 1248.12 293.35 196.633 358.578 441.69 208.101 0.77838 0.851578 -0.0144888 419.728 386.495 33.233 100.787 89.7093 11.0776 11.3421 0.264457 0.121543 419.728 386.495 33.233 21.7077
0.387 0.117274 0.269726 0.117274 0.0375259 1153.36 1250.19 293.605 196.773 358.433 441.689 207.482 0.77904 0.853796 -0.0144571 421.078 387.727 33.3505 101.62 90.5033 11.1168 11.3819 0.265065 0.121935 421.078 387.727 33.3505 21.741
0.388 0.117587 0.270413 0.117587 0.0376127 1155.31 1252.26 293.859 196.914 358.291 441.691 206.867 0.779695 0.856013 -0.0144255 422.43 388.961 33.4681 102.457 91.3005 11.156 11.4217 0.265673 0.122327 422.43 388.961 33.4681 21.7742
0.389 0.1179 0.2711 0.1179 0.0376997 1157.27 1254.33 294.113 197.054 358.152 441.695 206.256 0.780345 0.85823 -0.014394 423.783 390.198 33.5858 103.296 92.1008 11.1952 11.4615 0.266281 0.122719 423.783 390.198 33.5858 21.8072
0.39 0.118213 0.271787 0.118213 0.0377867 1159.23 1256.41 294.367 197.194 358.016 441.702 205.649 0.780991 0.860448 -0.0143626 425.14 391.436 33.7036 104.139 92.9043 11.2345 11.5014 0.26689 0.12311 425.14 391.436 33.7036 21.8401
0.391 0.118526 0.272474 0.118526 0.0378738 1161.2 1258.48 294.62 197.334 357.884 441.712 205.047 0.781633 0.862665 -0.0143314 426.498 392.676 33.8215 104.985 93.7108 11.2738 11.5413 0.267499 0.123501 426.498 392.676 33.8215 21.8729
0.392 0.118839 0.273161 0.118839 0.037961 1163.17 1260.56 294.872 197.474 357.755 441.725 204.448 0.78227 0.864882 -0.0143003 427.858 393.919 33.9395 105.834 94.5204 11.3131 11.5812 0.268108 0.123892 427.858 393.919 33.9395 21.9056
0.393 0.119152 0.273848 0.119152 0.0380482 1165.14 1262.65 295.124 197.615 357.629 441.739 203.854 0.782903 0.867099 -0.0142694 429.221 395.163 34.0575 106.686 95.3331 11.3525 11.6212 0.268717 0.124283 429.221 395.163 34.0575 21.9381
0.394 0.119464 0.274536 0.119464 0.0381356 1167.11 1264.73 295.376 197.755 357.505 441.757 203.264 0.783531 0.869317 -0.0142385 430.585 396.41 34.1757 107.541 96.1489 11.3918 11.6612 0.269327 0.124673 430.585 396.41 34.1757 21.9705
0.395 0.119777 0.275223 0.119777 0.0382229 1169.09 1266.82 295.627 197.895 357.385 441.776 202.678 0.784155 0.871534 -0.0142078 431.952 397.658 34.2939 108.399 96.9678 11.4313 11.7012 0.269937 0.125063 431.952 397.658 34.2939 22.0027
0.396 0.12009 0.27591 0.12009 0.0383104 1171.06 1268.91 295.878 198.035 357.268 441.798 202.096 0.784775 0.873751 -0.0141772 433.321 398.909 34.4123 109.26 97.7897 11.4707 11.7412 0.270547 0.125453 433.321 398.909 34.4123 22.0349
0.397 0.120402 0.276598 0.120402 0.0383979 1173.05 1271 296.128 198.175 357.154 441.823 201.518 0.785391 0.875968 -0.0141468 434.693 400.162 34.5307 110.125 98.6146 11.5102 11.7813 0.271157 0.125843 434.693 400.162 34.5307 22.0669
0.398 0.120715 0.277285 0.120715 0.0384855 1175.03 1273.09 296.378 198.315 357.042 441.85 200.944 0.786002 0.878186 -0.0141165 436.066 401.417 34.6492 110.992 99.4426 11.5497 11.8214 0.271768 0.126232 436.066 401.417 34.6492 22.0988
0.399 0.121027 0.277973 0.121027 0.0385731 1177.02 1275.19 296.627 198.454 356.933 441.879 200.374 0.786609 0.880403 -0.0140863 437.442 402.674 34.7678 111.863 100.274 11.5892 11.8616 0.272379 0.126621 437.442 402.674 34.7678 22.1305
0.4 0.121339 0.278661 0.121339 0.0386608 1179.01 1277.29 296.876 198.594 356.828 441.91 199.808 0.787212 0.88262 -0.0140562 438.819 403.933 34.8865 112.736 101.108 11.6288 11.9018 0.27299 0.12701 438.819 403.933 34.8865 22.1621
0.401 0.121651 0.279349 0.121651 0.0387486 1181 1279.39 297.124 198.734 356.724 441.944 199.245 0.787811 0.884837 -0.0140262 440.199 405.194 35.0053 113.613 101.945 11.6684 11.942 0.273602 0.127398 440.199 405.194 35.0053 22.1936
0.402 0.121964 0.280036 0.121964 0.0388364 1183 1281.5 297.372 198.874 356.624 441.98 198.686 0.788406 0.887054 -0.0139964 441.582 406.457 35.1242 114.493 102.785 11.708 11.9822 0.274214 0.127786 441.582 406.457 35.1242 22.225
0.403 0.122276 0.280724 0.122276 0.0389243 1184.99 1283.6 297.619 199.013 356.526 442.018 198.131 0.788997 0.889271 -0.0139667 442.966 407.723 35.2431 115.376 103.628 11.7477 12.0225 0.274826 0.128174 442.966 407.723 35.2431 22.2563
0.404 0.122588 0.281412 0.122588 0.0390123 1187 1285.71 297.867 199.153 356.431 442.058 197.58 0.789584 0.891489 -0.0139371 444.352 408.99 35.3622 116.261 104.474 11.7873 12.0628 0.275438 0.128562 444.352 408.99 35.3622 22.2874
0.405 0.1229 0.2821 0.1229 0.0391003 1189 1287.82 298.113 199.293 356.339 442.1 197.033 0.790168 0.893706 -0.0139077 445.741 410.26 35.4813 117.15 105.323 11.8271 12.1031 0.27605 0.12895 445.741 410.26 35.4813 22.3184
0.406 0.123212 0.282788 0.123212 0.0391884 1191 1289.93 298.359 199.432 356.249 442.145 196.489 0.790747 0.895923 -0.0138783 447.132 411.532 35.6005 118.042 106.175 11.8668 12.1435 0.276663 0.129337 447.132 411.532 35.6005 22.3493
0.407 0.123523 0.283477 0.123523 0.0392765 1193.01 1292.05 298.605 199.572 356.162 442.191 195.948 0.791322 0.89814 -0.0138491 448.525 412.805 35.7199 118.937 107.03 11.9066 12.1838 0.277276 0.129724 448.525 412.805 35.7199 22.3801
0.408 0.123835 0.284165 0.123835 0.0393648 1195.02 1294.16 298.85 199.711 356.077 442.24 195.412 0.791894 0.900357 -0.01382 449.921 414.081 35.8393 119.834 107.888 11.9464 12.2243 0.27789 0.13011 449.921 414.081 35.8393 22.4108
0.409 0.124147 0.284853 0.124147 0.039453 1197.04 1296.28 299.095 199.85 355.995 442.29 194.878 0.792462 0.902574 -0.013791 451.318 415.36 35.9588 120.735 108.749 11.9862 12.2647 0.278503 0.130497 451.318 415.36 35.9588 22.4413
0.41 0.124459 0.285541 0.124459 0.0395414 1199.05 1298.4 299.34 199.99 355.915 442.343 194.349 0.793026 0.904791 -0.0137622 452.718 416.64 36.0784 121.639 109.613 12.0261 12.3052 0.279117 0.130883 452.718 416.64 36.0784 22.4718
0.411 0.12477 0.28623 0.12477 0.0396298 1201.07 1300.53 299.584 200.129 355.838 442.397 193.823 0.793586 0.907008 -0.0137334 454.12 417.922 36.198 122.546 110.48 12.066 12.3457 0.279731 0.131269 454.12 417.922 36.198 22.5021
0.412 0.125082 0.286918 0.125082 0.0397182 1203.09 1302.65 299.827 200.268 355.763 442.453 193.3 0.794143 0.909225 -0.0137048 455.524 419.206 36.3178 123.455 111.349 12.1059 12.3862 0.280346 0.131654 455.524 419.206 36.3178 22.5323
0.413 0.125393 0.287607 0.125393 0.0398067 1205.11 1304.78 300.07 200.407 355.691 442.512 192.78 0.794696 0.911442 -0.0136762 456.931 420.493 36.4377 124.368 112.222 12.1458 12.4268 0.28096 0.13204 456.931 420.493 36.4377 22.5624
0.414 0.125705 0.288295 0.125705 0.0398953 1207.14 1306.91 300.313 200.546 355.621 442.572 192.264 0.795246 0.913659 -0.0136478 458.339 421.782 36.5576 125.283 113.098 12.1858 12.4674 0.281575 0.132425 458.339 421.782 36.5576 22.5924
0.415 0.126016 0.288984 0.126016 0.0399839 1209.17 1309.04 300.555 200.685 355.553 442.634 191.752 0.795792 0.915876 -0.0136195 459.75 423.072 36.6776 126.202 113.976 12.2258 12.508 0.28219 0.13281 459.75 423.072 36.6776 22.6223
0.416 0.126327 0.289673 0.126327 0.0400726 1211.2 1311.17 300.797 200.824 355.487 442.698 191.242 0.796334 0.918093 -0.0135914 461.163 424.365 36.7977 127.123 114.857 12.2659 12.5487 0.282805 0.133195 461.163 424.365 36.7977 22.652
0.417 0.126639 0.290361 0.126639 0.0401614 1213.23 1313.3 301.039 200.963 355.424 442.763 190.736 0.796873 0.92031 -0.0135633 462.578 425.66 36.9179 128.048 115.742 12.3059 12.5894 0.283421 0.133579 462.578 425.66 36.9179 22.6817
0.418 0.12695 0.29105 0.12695 0.0402502 1215.26 1315.44 301.28 201.102 355.363 442.83 190.234 0.797408 0.922527 -0.0135354 463.996 426.958 37.0382 128.975 116.629 12.346 12.6301 0.284036 0.133964 463.996 426.958 37.0382 22.7112
