dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.0131005 0.0131019 0.0261996 0 1.35221e-06 0 304.234 301.815 505.074 320.18 326.95 326.95 6.7699 974.079 320.18 326.95 326.95 12.5963 12.5963 6.88503e-06 0.164633 0.164631 2.26927e-06
0.01318 0.0131814 0.0263586 0 1.36604e-06 0 304.187 301.753 505.056 320.198 326.991 326.991 6.79277 974.18 320.198 326.991 326.991 12.6737 12.6737 6.97885e-06 0.165961 0.165959 2.30037e-06
0.0132595 0.0132609 0.0265176 0 1.37993e-06 0 304.14 301.692 505.038 320.217 327.032 327.032 6.81558 974.281 320.217 327.032 327.032 12.7512 12.7512 7.07333e-06 0.167291 0.167288 2.33169e-06
0.013339 0.0133404 0.0266766 0 1.39387e-06 0 304.093 301.631 505.02 320.235 327.073 327.073 6.83833 974.381 320.235 327.073 327.073 12.8286 12.8286 7.1685e-06 0.168622 0.168619 2.36323e-06
0.0134185 0.0134199 0.0268356 0 1.40786e-06 0 304.047 301.57 505.001 320.253 327.114 327.114 6.86101 974.48 320.253 327.114 327.114 12.9061 12.9061 7.26434e-06 0.169954 0.169952 2.395e-06
0.013498 0.0134994 0.0269946 0 1.42191e-06 0 304 301.509 504.983 320.271 327.154 327.154 6.88362 974.58 320.271 327.154 327.154 12.9836 12.9836 7.36087e-06 0.171288 0.171286 2.427e-06
0.0135775 0.0135789 0.0271536 0 1.436e-06 0 303.953 301.448 504.965 320.289 327.195 327.195 6.90617 974.678 320.289 327.195 327.195 13.0611 13.0611 7.45807e-06 0.172623 0.172621 2.45922e-06
0.013657 0.0136585 0.0273126 0 1.45015e-06 0 303.906 301.387 504.947 320.306 327.235 327.235 6.92866 974.776 320.306 327.235 327.235 13.1386 13.1386 7.55595e-06 0.17396 0.173957 2.49167e-06
0.0137365 0.013738 0.0274715 0 1.46436e-06 0 303.86 301.326 504.929 320.324 327.275 327.275 6.95108 974.874 320.324 327.275 327.275 13.2161 13.2161 7.65452e-06 0.175298 0.175295 2.52435e-06
0.013816 0.0138175 0.0276305 0 1.47861e-06 0 303.813 301.265 504.911 320.341 327.315 327.315 6.97344 974.971 320.341 327.315 327.315 13.2936 13.2936 7.75376e-06 0.176637 0.176635 2.55725e-06
0.0138955 0.013897 0.0277895 0 1.49292e-06 0 303.766 301.204 504.892 320.359 327.355 327.355 6.99574 975.068 320.359 327.355 327.355 13.3711 13.3711 7.85369e-06 0.177978 0.177975 2.59038e-06
0.013975 0.0139765 0.0279485 0 1.50728e-06 0 303.719 301.143 504.874 320.376 327.394 327.394 7.01798 975.164 320.376 327.394 327.394 13.4486 13.4486 7.9543e-06 0.179319 0.179317 2.62374e-06
0.0140545 0.014056 0.0281075 0 1.52169e-06 0 303.673 301.082 504.856 320.393 327.433 327.433 7.04016 975.26 320.393 327.433 327.433 13.5261 13.5261 8.05559e-06 0.180662 0.18066 2.65732e-06
0.014134 0.0141355 0.0282665 0 1.53615e-06 0 303.626 301.021 504.838 320.41 327.473 327.473 7.06227 975.356 320.41 327.473 327.473 13.6037 13.6037 8.15756e-06 0.182007 0.182004 2.69114e-06
0.0142135 0.0142151 0.0284255 0 1.55066e-06 0 303.579 300.96 504.82 320.427 327.512 327.512 7.08433 975.45 320.427 327.512 327.512 13.6812 13.6812 8.26022e-06 0.183352 0.183349 2.72518e-06
0.014293 0.0142946 0.0285844 0 1.56523e-06 0 303.532 300.899 504.802 320.444 327.55 327.55 7.10632 975.545 320.444 327.55 327.55 13.7588 13.7588 8.36356e-06 0.184699 0.184696 2.75945e-06
0.0143725 0.0143741 0.0287434 0 1.57984e-06 0 303.486 300.838 504.783 320.461 327.589 327.589 7.12826 975.639 320.461 327.589 327.589 13.8363 13.8363 8.46759e-06 0.186047 0.186044 2.79394e-06
0.014452 0.0144536 0.0289024 0 1.59451e-06 0 303.439 300.777 504.765 320.477 327.628 327.628 7.15014 975.733 320.477 327.628 327.628 13.9139 13.9139 8.5723e-06 0.187396 0.187393 2.82867e-06
0.0145315 0.0145331 0.0290614 0 1.60923e-06 0 303.392 300.716 504.747 320.494 327.666 327.666 7.17196 975.826 320.494 327.666 327.666 13.9915 13.9915 8.6777e-06 0.188746 0.188743 2.86362e-06
